Barcode_i	Barcode_j	Condition1	Condition2	Z_Condition1	Z_Condition2	GI_Condition1	GI_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaGI	DeltaZ_FDR
MAG1	RAD57	MMS	BLMC	-13.6272874426315	4.13328339451284	-0.413197353441953	0.0550402443688428	AGGRAVATING	NEUTRAL	-14.1390701075221	-0.468237597810795	5.17943285873431e-09
MMS1	RAD57	MMS	BLMC	-2.02490195103613	-19.6735780807095	-0.0341389974888504	-0.374730857219651	NEUTRAL	AGGRAVATING	13.3895347508422	0.340591859730801	2.78168642392775e-07
RAD51	RAD57	MMS	BLMC	10.6693634334701	0.275265371709556	0.139757938137036	0.00358117977737808	ALLEVIATING	NEUTRAL	7.37609801953641	0.136176758359658	0.00495900719378099
CLA4	RAD59	MMS	BLMC	-32.0136889562997	0.127007075029494	-0.269532384734509	0.00108029624846735	AGGRAVATING	NEUTRAL	-22.6113611409541	-0.270612680982976	2.38175268771512e-20
RAD54	RAD59	MMS	BLMC	10.5780066935589	-0.583811990520938	0.0700277734376118	-0.00369757552923879	ALLEVIATING	NEUTRAL	8.04699893704559	0.0737253489668506	0.00226690395374268
RAD55	RAD59	MMS	BLMC	9.88270314135784	-3.16424096644401	0.0782234853601061	-0.0251665815013488	ALLEVIATING	NEUTRAL	9.21410698607539	0.103390066861455	0.00051846146873896
MMS1	RTT101	MMS	BLMC	11.9705483645452	-1.3017895198726	0.111732934105547	-0.0100299942811028	ALLEVIATING	NEUTRAL	10.0604121200434	0.12176292838665	0.000139360871431964
MMS4	RTT101	MMS	BLMC	4.77389702453772	-36.443221047903	0.0375110460612113	-0.328350893061906	NEUTRAL	AGGRAVATING	30.6035113797147	0.365861939123117	1.65590252711125e-33
RAD18	RTT101	MMS	BLMC	10.2414402094303	-0.793924671233843	0.0932791216668046	-0.00616916689558726	ALLEVIATING	NEUTRAL	8.306530694623	0.0994482885623919	0.00166981481302579
RAD5	RTT101	MMS	BLMC	12.8271267194712	-4.37196491815772	0.0951911057032295	-0.0305936822682575	ALLEVIATING	NEUTRAL	12.3318331771308	0.125784787971487	2.54493573685894e-06
RAD51	RTT101	MMS	BLMC	-10.6055333130783	-7.74140922741201	-0.232856491261092	-0.0635096964465707	AGGRAVATING	NEUTRAL	-7.22507391999277	-0.169346794814521	0.00179562820584209
RAD54	RTT101	MMS	BLMC	9.17363605031669	-0.470229623002096	0.0680233329437969	-0.0028428095855974	ALLEVIATING	NEUTRAL	7.40714745335747	0.0708661425293943	0.00484601441061219
RAD55	RTT101	MMS	BLMC	9.36705628883025	-4.60802210522669	0.0804010623801309	-0.0328873955487708	ALLEVIATING	NEUTRAL	10.1486268724983	0.113288457928902	0.000122963028764905
RAD57	RTT101	MMS	BLMC	-13.1111460449921	-1.57430970475808	-0.276188004858382	-0.0186370971808798	AGGRAVATING	NEUTRAL	-10.6585884955174	-0.257550907677502	8.66250226255329e-06
CLA4	RTT107	MMS	BLMC	-12.107368453544	2.48035347122154	-0.165018738149774	0.0201167038485284	AGGRAVATING	NEUTRAL	-11.6729745165068	-0.185135441998303	1.22815213394718e-06
CSM2	RTT107	MMS	BLMC	-24.3926193002375	4.92942825159178	-0.187326443570642	0.0420296415740569	AGGRAVATING	NEUTRAL	-19.9875732578153	-0.229356085144699	2.51140003083581e-16
CSM3	RTT107	MMS	BLMC	6.18207093244949	-6.01675370867792	0.0451898661795352	-0.0402460387671841	ALLEVIATING	NEUTRAL	8.62258051459337	0.0854359049467192	0.00113605389362412
MAG1	RTT107	MMS	BLMC	-10.3672305044907	4.05053599861961	-0.187399880075737	0.0422990399043323	AGGRAVATING	NEUTRAL	-11.0030979030305	-0.229698919980069	4.5815937028808e-06
MMS4	RTT107	MMS	BLMC	-17.5847125686035	-8.32799265240623	-0.255778215075851	-0.0716796135589871	AGGRAVATING	NEUTRAL	-10.8925912372554	-0.184098601516863	5.62762994791372e-06
PSY3	RTT107	MMS	BLMC	-32.4073996483854	-0.27043490487409	-0.320310900215148	-0.00236811512780783	AGGRAVATING	NEUTRAL	-24.0775412245031	-0.31794278508734	9.80662949466106e-23
RAD18	RTT107	MMS	BLMC	12.9111818545054	-2.89650761793589	0.113443766579867	-0.0233521783363487	ALLEVIATING	NEUTRAL	11.4715468096765	0.136795944916216	1.24778209753096e-05
RAD5	RTT107	MMS	BLMC	12.6123797797444	-8.52442003795852	0.0863633888279458	-0.0586407268662624	ALLEVIATING	NEUTRAL	14.9392726945434	0.145004115694208	8.56385350169458e-09
RAD55	RTT107	MMS	BLMC	-8.18368629981631	-2.02579576123106	-0.112530908863432	-0.0166753448158378	AGGRAVATING	NEUTRAL	-5.981194738384	-0.0958555640475943	0.00773673194459047
RAD61	RTT107	MMS	BLMC	-16.7937535749719	2.65257609814171	-0.352544980205086	0.0262283439006419	AGGRAVATING	NEUTRAL	-16.3230943865563	-0.378773324105728	1.862379115825e-11
CLA4	SGS1	MMS	BLMC	-25.5550082439426	-0.41159552982986	-0.225780816672403	-0.00324949889331882	AGGRAVATING	NEUTRAL	-18.7813201890806	-0.222531317779084	1.23389009788901e-14
CSM3	SGS1	MMS	BLMC	-1.79307866166928	-14.3161181451202	-0.0116924197333178	-0.090596551813345	NEUTRAL	AGGRAVATING	8.68343335468556	0.0789041320800271	0.00104977998404463
MAG1	SGS1	MMS	BLMC	-13.1578092284349	-0.443027404773456	-0.148565035483484	-0.00410890941947325	AGGRAVATING	NEUTRAL	-9.88624498704936	-0.144456126064011	3.42413342272035e-05
MUS81	SGS1	MMS	BLMC	-15.146974792759	-10.9253111529708	-0.603165806629689	-0.133156039539473	AGGRAVATING	NEUTRAL	-11.2862990490033	-0.470009767090215	2.66047986312815e-06
PSY3	SGS1	MMS	BLMC	13.8028680825312	0.852175709927899	0.105699258521993	0.00747404001271309	ALLEVIATING	NEUTRAL	8.43628085384256	0.0982252185092803	0.00143698923293045
RAD18	SGS1	MMS	BLMC	23.1348768680333	2.28308628854757	0.175265698269937	0.0176081326366565	ALLEVIATING	NEUTRAL	14.5832657568946	0.15765756563328	1.93124886874199e-08
RAD5	SGS1	MMS	BLMC	24.1517312064549	-0.60776549874589	0.161076398555466	-0.00441110421363048	ALLEVIATING	NEUTRAL	16.7890904326945	0.165487502769096	8.18780019808518e-11
RAD51	SGS1	MMS	BLMC	10.6572455332975	-2.16805036196261	0.0936471193729388	-0.0179235803409641	ALLEVIATING	NEUTRAL	9.24759746616078	0.111570699713903	0.000497771266611734
RAD52	SGS1	MMS	BLMC	13.3160454307551	2.74485850460305	0.174978980124311	0.0320948355737871	ALLEVIATING	NEUTRAL	8.1232545073754	0.142884144550524	0.00205937910022258
RAD54	SGS1	MMS	BLMC	19.8973652881846	-2.31916725517063	0.123492304316718	-0.0144735868906769	ALLEVIATING	NEUTRAL	15.6750597854957	0.137965891207395	1.43139311564277e-09
RAD55	SGS1	MMS	BLMC	18.3205999923229	2.13449174888183	0.140060409603425	0.0162274662257058	ALLEVIATING	NEUTRAL	11.4855517160713	0.123832943377719	1.23163407532488e-05
RAD57	SGS1	MMS	BLMC	11.2823030782139	0.0919273601431409	0.129429096999933	0.00110530779173657	ALLEVIATING	NEUTRAL	7.72176006678294	0.128323789208197	0.00336122099300907
RTT101	SGS1	MMS	BLMC	6.76738239201812	-4.94675117432096	0.0499796078143022	-0.0320245175126811	ALLEVIATING	NEUTRAL	8.3497744434276	0.0820041253269833	0.00158576257924122
CLA4	SHU1	MMS	BLMC	-27.410071997609	2.07179623317438	-0.1760415501822	0.0141785975946674	AGGRAVATING	NEUTRAL	-20.2678779341599	-0.190220147776867	1.01920636063855e-16
MAG1	SHU1	MMS	BLMC	-22.5383397262797	-2.65466190238309	-0.214149761064337	-0.022408156953586	AGGRAVATING	NEUTRAL	-15.0864771009981	-0.191741604110751	4.95003834464421e-10
MMS4	SHU1	MMS	BLMC	-0.62788432338238	-25.1936255337176	-0.0041998406220572	-0.215011209680164	NEUTRAL	AGGRAVATING	19.4417043445391	0.210811369058107	3.79354462600047e-14
MUS81	SHU1	MMS	BLMC	2.19631286146416	-38.8600658745798	0.0155756221780939	-0.437432994109936	NEUTRAL	AGGRAVATING	34.0498378004015	0.45300861628803	2.33939749795839e-41
RAD51	SHU1	MMS	BLMC	9.27460310562756	-1.14163720517431	0.0651406897374303	-0.0089697165953286	ALLEVIATING	NEUTRAL	7.03231536162181	0.0741104063327589	0.00747736816150001
RTT107	SHU1	MMS	BLMC	-21.2092837292692	-2.77097930270067	-0.164282136889814	-0.019291167358038	AGGRAVATING	NEUTRAL	-13.9218649762405	-0.144990969531776	8.56385350169458e-09
SGS1	SHU1	MMS	BLMC	12.4364381823585	-0.130968716086477	0.0747692074231578	-0.000929743743689381	ALLEVIATING	NEUTRAL	8.13727820201261	0.0756989511668472	0.00205717591605195
CLA4	SHU2	MMS	BLMC	-31.9055049775149	0.0720649100099329	-0.226342983977946	0.000502871102471508	AGGRAVATING	NEUTRAL	-22.7965511056073	-0.226845855080417	1.28412704080068e-20
MAG1	SHU2	MMS	BLMC	-26.3831029369353	-1.39416163796479	-0.251907727922264	-0.0116080481746781	AGGRAVATING	NEUTRAL	-18.9682747940035	-0.240299679747586	7.12096437681751e-15
RAD51	SHU2	MMS	BLMC	11.6252375674249	0.642723790480214	0.0810458865979504	0.00486839959226375	ALLEVIATING	NEUTRAL	7.39979374894197	0.0761774870056867	0.00485146681185035
RTT107	SHU2	MMS	BLMC	-25.0850905860403	-3.23982120784694	-0.225407381857159	-0.0230986345465291	AGGRAVATING	NEUTRAL	-17.6371840778037	-0.20230874731063	4.04048648637071e-13
SGS1	SHU2	MMS	BLMC	12.2530031994217	-0.254752107936198	0.081745527010751	-0.00189831257773857	ALLEVIATING	NEUTRAL	8.36292306737967	0.0836438395884896	0.00157153990311292
CSM3	SLX4	MMS	BLMC	-12.2077618454155	-0.596657669549902	-0.0957555516262572	-0.00570735966912921	AGGRAVATING	NEUTRAL	-7.27936130926995	-0.090048191957128	0.00167933596096725
MAG1	SLX4	MMS	BLMC	-24.4185132881589	-0.753998103785787	-0.302359666168842	-0.0101506762048859	AGGRAVATING	NEUTRAL	-15.9755351910204	-0.292208989963956	4.75654121989452e-11
MMS1	SLX4	MMS	BLMC	-13.9502475921678	2.13292852315114	-0.177143257664154	0.0245040817212945	AGGRAVATING	NEUTRAL	-11.7757505254257	-0.201647339385449	1.00357054797779e-06
RAD51	SLX4	MMS	BLMC	-24.4129864601078	4.31066424548896	-0.352856836734934	0.0516856253489115	AGGRAVATING	NEUTRAL	-21.5416201633191	-0.404542462083845	1.15163610790933e-18
RAD54	SLX4	MMS	BLMC	-27.7688665256998	7.56637878847864	-0.330380740251357	0.0711381915404814	AGGRAVATING	NEUTRAL	-26.4784582926508	-0.401518931791839	3.87719276492988e-27
RAD55	SLX4	MMS	BLMC	-27.7884449866279	1.74883643001743	-0.400050672740488	0.0201618119141374	AGGRAVATING	NEUTRAL	-22.7837182809254	-0.420212484654626	1.28412704080068e-20
RAD57	SLX4	MMS	BLMC	-10.919733473673	2.73198129499951	-0.325522625924058	0.051017122238852	AGGRAVATING	NEUTRAL	-10.7043027504072	-0.37653974816291	8.03684771109558e-06
RAD59	SLX4	MMS	BLMC	-38.6081003397896	-1.19310230410386	-0.406299784646952	-0.0136521805585417	AGGRAVATING	NEUTRAL	-25.2569973670809	-0.39264760408841	7.18983855779827e-25
RTT101	SLX4	MMS	BLMC	-27.2456966433255	2.14471797919552	-0.351073163897531	0.0212446342385075	AGGRAVATING	NEUTRAL	-22.9078503312567	-0.372317798136038	9.56111411629035e-21
MMS1	SRS2	MMS	BLMC	-8.72520406179607	1.21202592628932	-0.0824862925683224	0.00865978200336778	AGGRAVATING	NEUTRAL	-7.69162227049932	-0.0911460745716902	0.00103371064385434
MPH1	SRS2	MMS	BLMC	-13.9923743352887	1.6603206166511	-0.204502160282948	0.0150335990608685	AGGRAVATING	NEUTRAL	-12.7690558203083	-0.219535759343817	1.157673609424e-07
MUS81	SRS2	MMS	BLMC	-28.0029128523179	-5.27575320063368	-0.29891601786968	-0.0416342058074383	AGGRAVATING	NEUTRAL	-19.3811435223987	-0.257281812062242	1.85904607734381e-15
RAD18	SRS2	MMS	BLMC	29.2600191752187	-3.95587340949367	0.288860528022291	-0.0430136094701274	ALLEVIATING	NEUTRAL	22.5973970058615	0.331874137492419	1.04184421857163e-18
RAD5	SRS2	MMS	BLMC	29.3991121693508	-5.85767603105626	0.243209508435493	-0.0568352988383973	ALLEVIATING	NEUTRAL	23.5316782400768	0.30004480727389	3.28044287165446e-20
RAD51	SRS2	MMS	BLMC	9.85672432926436	0.24442401193973	0.0724033786845264	0.00177196242162948	ALLEVIATING	NEUTRAL	6.84377434338864	0.0706314162628969	0.00908623521650757
RAD55	SRS2	MMS	BLMC	11.9519893080554	-0.0606891273376358	0.0769472292704495	-0.000383895432522575	ALLEVIATING	NEUTRAL	8.56797546955114	0.077331124702972	0.00121773092576374
RAD59	SRS2	MMS	BLMC	13.4293116394331	2.82545174968209	0.0864752567453731	0.0178112808333036	ALLEVIATING	NEUTRAL	7.61977628941258	0.0686639759120695	0.00377786315015679
RAD61	SRS2	MMS	BLMC	-15.3988182822802	1.3391812966097	-0.200703677845583	0.0127622840158584	AGGRAVATING	NEUTRAL	-13.2208931702162	-0.213465961861442	4.26064644899442e-08
RTT107	SRS2	MMS	BLMC	-30.7181120023728	-8.75614921541448	-0.369145317322276	-0.057250001347301	AGGRAVATING	NEUTRAL	-22.7981911449843	-0.311895315974975	1.28412704080068e-20
CSM2	MAG1	MMS	HYDX	-24.484825280998	-0.28005693269873	-0.205824819837671	-0.00242009403184719	AGGRAVATING	NEUTRAL	-16.8721349133273	-0.203404725805824	2.08243743295038e-11
CLA4	MMS1	MMS	HYDX	-21.1410375354515	3.13396982801352	-0.338470956941817	0.0278227610825001	AGGRAVATING	NEUTRAL	-20.0085857230562	-0.366293718024317	2.27438547711298e-15
MMS1	MMS4	MMS	HYDX	-10.7436121205825	-0.27373446320168	-0.160786711288699	-0.00300246507117494	AGGRAVATING	NEUTRAL	-8.503650085469	-0.157784246217524	0.000652295681892039
CLA4	MPH1	MMS	HYDX	-20.9947624348184	8.5509501658554	-0.452423749875721	0.0976328608372089	AGGRAVATING	ALLEVIATING	-22.5550375213035	-0.55005661071293	4.03974274659975e-19
CSM3	MPH1	MMS	HYDX	1.42627770682751	11.9839142075401	0.0146856032685891	0.131276917736164	NEUTRAL	ALLEVIATING	-7.75525662484928	-0.116591314467574	0.00178492319771584
MAG1	MPH1	MMS	HYDX	-11.2074772869287	0.312892460346571	-0.299500599401054	0.0051376226455864	AGGRAVATING	NEUTRAL	-9.71278125949106	-0.30463822204664	0.000104192719046706
MMS4	MPH1	MMS	HYDX	-14.6798689479256	5.80743073476274	-0.351160780480708	0.09309688324875	AGGRAVATING	NEUTRAL	-15.4277730201735	-0.444257663729458	9.845057897545e-10
MMS1	MUS81	MMS	HYDX	-8.59847426348604	4.94595784691063	-0.160856960990573	0.0562880498695354	AGGRAVATING	NEUTRAL	-9.91650323408254	-0.217145010860108	7.97696125759158e-05
MPH1	MUS81	MMS	HYDX	-10.0656553773035	2.80282600010107	-0.335882070005482	0.0529801746607434	AGGRAVATING	NEUTRAL	-10.1395586337023	-0.388862244666225	5.65939282726105e-05
CLA4	PSY3	MMS	HYDX	-21.7910220712724	1.7799441968405	-0.169875869805539	0.0164445408273775	AGGRAVATING	NEUTRAL	-15.4132320031749	-0.186320410632916	9.95429853142013e-10
MAG1	PSY3	MMS	HYDX	-26.8638068894766	2.30497450510879	-0.275407351785209	0.0222214349923452	AGGRAVATING	NEUTRAL	-21.1491436515267	-0.297628786777554	5.13489062530394e-17
MMS1	PSY3	MMS	HYDX	-12.8339639371243	1.07162076137848	-0.11867447603891	0.0101718786557757	AGGRAVATING	NEUTRAL	-9.72309509720948	-0.128846354694685	0.000103782250300817
MMS1	RAD18	MMS	HYDX	7.94855905140615	-16.7211518946369	0.098120849479944	-0.252986965505708	ALLEVIATING	AGGRAVATING	17.9808196556638	0.351107814985652	4.45720374875243e-12
MMS4	RAD18	MMS	HYDX	8.32769842975645	-5.62271871568646	0.0782002841659647	-0.0548062229485338	ALLEVIATING	NEUTRAL	9.82705578929164	0.133006507114498	0.00020269800205566
PSY3	RAD18	MMS	HYDX	3.73936356852692	-20.1845299993139	0.0460498624855481	-0.284071471979373	NEUTRAL	AGGRAVATING	17.6526322699187	0.330121334464921	1.08039160525372e-11
CSM2	RAD5	MMS	HYDX	1.62272369192781	-22.1531512944235	0.0172646002046635	-0.299535554782944	NEUTRAL	AGGRAVATING	18.4131689978052	0.316800154987608	1.28721423028529e-12
MAG1	RAD5	MMS	HYDX	11.3082013720884	0.169609354118018	0.0824856006169976	0.00135708674448706	ALLEVIATING	NEUTRAL	7.49306688658687	0.0811285138725105	0.00474226078180857
MMS1	RAD5	MMS	HYDX	9.82208317959981	-29.9678760722018	0.080611571580302	-0.305506785751154	ALLEVIATING	AGGRAVATING	29.5026262393543	0.386118357331456	2.30051241163025e-30
MMS4	RAD5	MMS	HYDX	11.0060806607137	-36.6731384052062	0.0818295419367598	-0.347345189622969	ALLEVIATING	AGGRAVATING	35.6428232238082	0.429174731559729	4.71207722814188e-44
CLA4	RAD51	MMS	HYDX	-19.3845560577305	2.41086468673967	-0.39126258085783	0.0224377060932064	AGGRAVATING	NEUTRAL	-18.6128364853422	-0.413700286951036	1.68525632439666e-13
MAG1	RAD51	MMS	HYDX	-10.3520584365642	1.23732017428645	-0.368261883782088	0.0142871505641155	AGGRAVATING	NEUTRAL	-10.2283505163507	-0.382549034346204	4.9102627119148e-05
RAD5	RAD51	MMS	HYDX	12.2062728175256	-38.9601098802027	0.0953667690753389	-0.546190026930017	ALLEVIATING	AGGRAVATING	39.9741171779391	0.641556796005355	3.3425628380564e-55
CLA4	RAD54	MMS	HYDX	-19.4523660584472	6.42820513979699	-0.151003418640041	0.0419426814503363	AGGRAVATING	NEUTRAL	-19.0269928059435	-0.192946100090377	5.00757115999706e-14
MAG1	RAD54	MMS	HYDX	-16.085318001919	-1.57138641066908	-0.196599976163008	-0.0117509424754506	AGGRAVATING	NEUTRAL	-12.9007667904792	-0.184849033687557	2.97762093919358e-07
MMS4	RAD54	MMS	HYDX	16.2788547597675	-1.28644696481834	0.108423324666735	-0.00889614824399947	ALLEVIATING	NEUTRAL	12.2193326628583	0.117319472910735	3.52016684800977e-06
RAD5	RAD54	MMS	HYDX	19.1573864518134	-2.15755263374869	0.140081077338551	-0.0172435258030183	ALLEVIATING	NEUTRAL	14.5234632474526	0.157324603141569	2.89921414024607e-08
RAD51	RAD54	MMS	HYDX	22.2555709900881	6.5379398097983	0.169492487830897	0.0504668648678112	ALLEVIATING	NEUTRAL	10.9765833697952	0.119025622963085	3.41735006221997e-05
CLA4	RAD55	MMS	HYDX	-24.112265597884	4.69678507645167	-0.39627299939291	0.0378012818105438	AGGRAVATING	NEUTRAL	-23.7206716035051	-0.434074281203454	6.41882714351274e-21
MAG1	RAD55	MMS	HYDX	-8.66757263414605	1.93224909856863	-0.150146704686869	0.0188445744457067	AGGRAVATING	NEUTRAL	-8.50078518160874	-0.168991279132575	0.000652295681892039
MUS81	RAD55	MMS	HYDX	-3.48818181234553	-19.6437598100597	-0.0417556977113589	-0.330125373553112	NEUTRAL	AGGRAVATING	13.9760801393204	0.288369675841753	9.69151372845028e-08
RAD5	RAD55	MMS	HYDX	12.0464019434434	-2.67975118735765	0.0897423879574525	-0.0208831355791542	ALLEVIATING	NEUTRAL	10.2612295105358	0.110625523536607	0.000103616458664606
RAD51	RAD55	MMS	HYDX	20.8081341007507	2.19341123975073	0.186857392307466	0.0204171751606325	ALLEVIATING	NEUTRAL	12.8684688851324	0.166440217146833	9.59739044396015e-07
RAD54	RAD55	MMS	HYDX	17.3907847598669	0.29280626173422	0.119687014840752	0.00192493609248861	ALLEVIATING	NEUTRAL	12.3731666831605	0.117762078748264	2.6270668652961e-06
CLA4	RAD57	MMS	HYDX	-21.8029369803803	2.68620423380463	-0.44870147742717	0.0314426406417032	AGGRAVATING	NEUTRAL	-20.2799582660746	-0.480144118068873	9.64180950623081e-16
MAG1	RAD57	MMS	HYDX	-13.6272874426315	3.92611565316482	-0.413197353441953	0.0472493833740191	AGGRAVATING	NEUTRAL	-14.1144743014738	-0.460446736815972	2.27076062716139e-08
PSY3	RAD57	MMS	HYDX	1.80816788905256	-17.7528576342293	0.0312685645406684	-0.301907515937246	NEUTRAL	AGGRAVATING	13.7369723675143	0.333176080477914	1.63039205488228e-07
RAD54	RAD57	MMS	HYDX	9.22698368947447	-0.432029947248649	0.120999279186988	-0.00547850532493061	ALLEVIATING	NEUTRAL	6.93332183601557	0.126477784511918	0.00887133162412185
CLA4	RAD59	MMS	HYDX	-32.0136889562997	0.455894685375047	-0.269532384734509	0.00381217653650074	AGGRAVATING	NEUTRAL	-23.0355464498907	-0.27334456127101	7.0900331302334e-20
CSM2	RAD59	MMS	HYDX	0.211512455910219	-10.8418733106818	0.00141850722742753	-0.968988146087616	NEUTRAL	AGGRAVATING	10.8273048884007	0.970406653315043	4.40177180115167e-05
RAD55	RAD59	MMS	HYDX	9.88270314135784	-3.05708137748666	0.0782234853601061	-0.0237779539969136	ALLEVIATING	NEUTRAL	9.19165383406714	0.10200143935702	0.000521899080339119
CSM2	RTT101	MMS	HYDX	2.67966806241378	-11.4323456697251	0.0176632710311607	-0.228089033130837	NEUTRAL	AGGRAVATING	11.6958689604944	0.245752304161998	9.19831883662847e-06
MMS1	RTT101	MMS	HYDX	11.9705483645452	1.47643546171007	0.111732934105547	0.0121488302063088	ALLEVIATING	NEUTRAL	8.00314414756119	0.0995841038992383	0.00251946483273775
MMS4	RTT101	MMS	HYDX	4.77389702453772	-30.4583948336695	0.0375110460612113	-0.288847156731093	NEUTRAL	AGGRAVATING	26.4995398333057	0.326358202792304	1.01097930120678e-24
RAD5	RTT101	MMS	HYDX	12.8271267194712	1.50612955558232	0.0951911057032295	0.01150516260662	ALLEVIATING	NEUTRAL	7.85774554974107	0.0836859430966095	0.0030331754057342
RAD51	RTT101	MMS	HYDX	-10.6055333130783	-7.66489632127068	-0.232856491261092	-0.0694980259906802	AGGRAVATING	NEUTRAL	-6.87690593098867	-0.163358465270412	0.00524749019014505
RAD57	RTT101	MMS	HYDX	-13.1111460449921	-0.0744621617176482	-0.276188004858382	-0.000891435372794125	AGGRAVATING	NEUTRAL	-11.3621221284364	-0.275296569485588	6.4041548057768e-06
CLA4	RTT107	MMS	HYDX	-12.107368453544	4.81028448862265	-0.165018738149774	0.0405400735657649	AGGRAVATING	NEUTRAL	-12.8275484788709	-0.205558811715539	3.42973754985042e-07
CSM2	RTT107	MMS	HYDX	-24.3926193002375	2.79327308730933	-0.187326443570642	0.0222763297404845	AGGRAVATING	NEUTRAL	-18.9318035207062	-0.209602773311127	6.48109927572469e-14
MAG1	RTT107	MMS	HYDX	-10.3672305044907	3.79419809387425	-0.187399880075737	0.0396902095148664	AGGRAVATING	NEUTRAL	-10.8734521162032	-0.227090089590603	1.58167483183211e-05
RAD5	RTT107	MMS	HYDX	12.6123797797444	-1.20999807723008	0.0863633888279458	-0.00884885121691342	ALLEVIATING	NEUTRAL	9.5036589952693	0.0952122400448592	0.000337022425322606
RAD51	RTT107	MMS	HYDX	-9.19874040721926	-2.92246517799449	-0.152379870495206	-0.0288659556186322	AGGRAVATING	NEUTRAL	-6.40416164218507	-0.123513914876574	0.00887133162412185
RAD55	RTT107	MMS	HYDX	-8.18368629981631	-0.9469868492603	-0.112530908863432	-0.00816480714674131	AGGRAVATING	NEUTRAL	-6.43039531068995	-0.104366101716691	0.0087628747064764
RAD61	RTT107	MMS	HYDX	-16.7937535749719	5.24189280179902	-0.352544980205086	0.0588906087253852	AGGRAVATING	NEUTRAL	-17.2800918626637	-0.411435588930471	7.10725385410555e-12
CLA4	SGS1	MMS	HYDX	-25.5550082439426	3.5768458634482	-0.225780816672403	0.0283469978669106	AGGRAVATING	NEUTRAL	-21.4115504861996	-0.254127814539314	2.15032084272958e-17
CSM2	SGS1	MMS	HYDX	12.7335228099695	-1.75768647578985	0.0774539052603718	-0.0136022300544708	ALLEVIATING	NEUTRAL	9.25075745337416	0.0910561353148426	0.000488422304121324
MAG1	SGS1	MMS	HYDX	-13.1578092284349	-1.09948812232161	-0.148565035483484	-0.00960883825394046	AGGRAVATING	NEUTRAL	-9.73213134432531	-0.138956197229543	0.000103616458664606
MUS81	SGS1	MMS	HYDX	-15.146974792759	-11.3535773608816	-0.603165806629689	-0.180461960148063	AGGRAVATING	NEUTRAL	-9.85877067713986	-0.422703846481626	8.57838043463909e-05
PSY3	SGS1	MMS	HYDX	13.8028680825312	-0.314254553614255	0.105699258521993	-0.00280613931462956	ALLEVIATING	NEUTRAL	9.22397949959529	0.108505397836623	0.000502718599284103
RAD51	SGS1	MMS	HYDX	10.6572455332975	-0.390496916959351	0.0936471193729388	-0.00339640409069783	ALLEVIATING	NEUTRAL	7.84900440639163	0.0970435234636366	0.00303687622757811
RAD52	SGS1	MMS	HYDX	13.3160454307551	4.0083627525969	0.174978980124311	0.0492002842344587	ALLEVIATING	NEUTRAL	6.99491074380873	0.125778695889852	0.00847686635414344
RAD54	SGS1	MMS	HYDX	19.8973652881846	0.686416498289129	0.123492304316718	0.00424054228732892	ALLEVIATING	NEUTRAL	13.6178478195975	0.119251762029389	2.04272484352968e-07
CLA4	SHU1	MMS	HYDX	-27.410071997609	1.64935835245571	-0.1760415501822	0.0115006439625113	AGGRAVATING	NEUTRAL	-19.7831300394331	-0.187542194144711	4.57125539261064e-15
MAG1	SHU1	MMS	HYDX	-22.5383397262797	-2.08833469870621	-0.214149761064337	-0.0156996623492041	AGGRAVATING	NEUTRAL	-16.3791944492433	-0.198450098715133	7.98391287968162e-11
RAD5	SHU1	MMS	HYDX	3.27135721915675	-13.86444004873	0.0361033426120933	-0.241882449062011	NEUTRAL	AGGRAVATING	13.4657819028381	0.277985791674105	2.80435116329171e-07
RTT107	SHU1	MMS	HYDX	-21.2092837292692	-2.43761308528971	-0.164282136889814	-0.0166714227705045	AGGRAVATING	NEUTRAL	-14.2852878647326	-0.147610714119309	1.55247720424652e-08
SGS1	SHU1	MMS	HYDX	12.4364381823585	-1.62297746004185	0.0747692074231578	-0.0110949790289779	ALLEVIATING	NEUTRAL	9.43170160073812	0.0858641864521358	0.000372823653383096
CLA4	SHU2	MMS	HYDX	-31.9055049775149	0.513122906639579	-0.226342983977946	0.00380237822373426	AGGRAVATING	NEUTRAL	-22.4343400207951	-0.23014536220168	5.93142393088486e-19
MAG1	SHU2	MMS	HYDX	-26.3831029369353	4.27364609714179	-0.251907727922264	0.031754081906662	AGGRAVATING	NEUTRAL	-23.4460354472427	-0.283661809828926	1.58113485681864e-20
MMS4	SHU2	MMS	HYDX	7.26153676799219	-18.2793728056211	0.0535849503004504	-0.187751889576581	ALLEVIATING	AGGRAVATING	19.0821975263304	0.241336839877031	1.9483578590889e-13
RTT107	SHU2	MMS	HYDX	-25.0850905860403	-2.46562656765754	-0.225407381857159	-0.0178983375429333	AGGRAVATING	NEUTRAL	-17.9637492413001	-0.207509044314226	1.04992289712e-12
CSM2	SLX4	MMS	HYDX	-18.0869084918919	0.381945710138417	-0.159244230405613	0.00434315270245196	AGGRAVATING	NEUTRAL	-11.3750608825937	-0.163587383108065	6.35165606220898e-06
CSM3	SLX4	MMS	HYDX	-12.2077618454155	2.90460935109747	-0.0957555516262572	0.0283662534002166	AGGRAVATING	NEUTRAL	-9.90917793879664	-0.124121805026474	7.97696125759158e-05
