Barcode_x	Barcode_y	C_xy.HetDipl	C_xy.NoDrug	C_xy.DMSO	C_xy.MMS	C_xy.4NQO	C_xy.BLMC	C_xy.ZEOC	C_xy.HYDX	C_xy.DXRB	C_xy.CMPT	C_xy.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_x	Type_of_gene_y	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
YJR037W_donor_1	GAL2_recipient_1	2982	4707	4144	6433	5398	5108	4309	4927	3786	5498	4088	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	HO_recipient_1	6407	13384	11425	15070	13474	12083	16309	13574	10513	14845	11945	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	HO_recipient_2	6196	13142	11275	14694	12903	12359	15476	11978	12364	18314	13672	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	MAG1_recipient_1	732	1078	997	541	1076	989	1240	1067	868	1452	892	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	MAL13_recipient_1	4755	6504	4797	6400	5882	7151	6806	7007	5949	8463	6142	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	MMS1_recipient_1	1083	779	657	510	699	1023	1115	1102	432	329	872	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	MMS4_recipient_1	2077	2363	2079	1628	1907	2909	2434	2535	1679	1422	2177	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	MPH1_recipient_1	882	834	923	683	800	926	1210	467	505	1546	803	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	MUS81_recipient_1	740	637	611	476	489	966	783	772	395	234	660	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	NGL3_recipient_1	26586	42955	39252	49251	50283	40956	36764	41616	38031	44052	40113	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	CLA4_recipient_1	2384	1836	1603	1904	1656	2065	1799	1892	1156	1224	1198	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	NGL3_recipient_2	4593	9164	9222	12613	10810	7654	6887	7493	7656	9227	6767	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	PSY3_recipient_1	3891	7719	6560	4928	6925	5941	7766	6398	6520	8882	7334	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	PSY3_recipient_2	9992	9666	8008	6464	8158	7963	10138	9116	8078	9522	9549	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD18_recipient_1	640	469	403	170	129	582	491	554	452	784	477	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD18_recipient_2	3657	3446	2897	1152	900	3646	3435	3625	2852	4118	2566	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD51_recipient_1	761	428	376	368	410	708	575	740	377	407	445	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD52_recipient_1	527	259	237	202	194	655	550	627	239	276	307	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD54_recipient_1	819	474	404	342	386	1028	908	1007	353	437	502	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD54_recipient_2	3985	2242	2049	1567	1648	4079	3480	3660	1081	1231	2056	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD55_recipient_1	1589	490	544	326	395	944	810	875	328	381	515	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	CSM2_recipient_1	2875	4697	4144	3118	4103	4654	5454	4391	4407	6054	3988	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD57_recipient_1	3041	2546	2155	1501	1780	4006	2975	3595	1265	1364	2428	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD59_recipient_1	9280	12011	10782	8442	11975	11372	12534	12665	11421	4350	12513	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD5_recipient_1	2561	3301	2412	1266	989	4183	3486	3442	2805	3521	2697	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD5_recipient_2	8384	7187	6154	3140	2349	9715	7222	8440	6768	7920	6415	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RAD61_recipient_1	1782	2795	2249	2418	2365	3499	4408	2444	2978	978	2319	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RTT101_recipient_1	1096	347	333	242	251	879	1057	814	349	217	450	150986	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RTT101_recipient_2	1146	536	474	336	420	1040	1073	1038	357	138	648	150986	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	RTT107_recipient_1	1013	1198	975	536	1058	1555	2160	1153	577	421	1074	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SGS1_recipient_1	3588	2757	2717	1726	1763	4667	4580	3867	2310	2015	2151	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SHU1_recipient_1	3232	5633	4804	4011	3452	6100	5856	5732	5633	6955	6109	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	CSM2_recipient_2	6050	15796	13137	10990	15135	8670	11582	11039	14346	16222	13619	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SHU1_recipient_2	2816	4821	4167	3306	4114	4659	5733	4389	4737	6205	4889	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SHU2_recipient_1	4938	3746	3178	2467	2916	3819	4982	4452	3843	5563	3987	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SHU2_recipient_2	5686	8328	6551	6478	7252	8962	9156	8698	7537	10467	7967	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SLX4_recipient_1	4938	9366	8141	6845	8325	7810	7255	8153	6125	6501	7381	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SRS2_recipient_1	3263	3833	3531	3073	2389	5121	5623	4165	3303	2303	3591	242147	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	SRS2_recipient_2	4902	5801	5205	4488	3297	6976	8144	5399	5424	3476	5425	242147	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	YBR259W_recipient_1	9451	18825	15941	21465	18468	17003	18385	19756	16383	20233	16659	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YCL047C_recipient_1	2990	2796	2488	3189	2566	3101	3163	2961	2801	3942	2847	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YDL027C_recipient_1	3694	4443	4189	5167	5039	4808	4316	4290	3683	5775	4102	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YDL027C_recipient_2	6689	9834	8260	10989	9452	8381	7727	8880	7471	9756	7971	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	CSM3_recipient_1	2897	1627	1351	1417	1322	2638	2308	2154	1374	1089	1504	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	YFR057W_recipient_1	8318	11819	10261	13837	11641	8462	11047	10379	9392	14400	9788	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YKR011C_recipient_1	3523	7236	6053	8353	7515	6276	7523	6309	5895	8805	7074	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YKR011C_recipient_2	3878	6141	5412	7291	6096	6120	6484	5829	4552	8460	5594	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YLR179C_recipient_1	3546	7991	7542	9292	8602	6462	5972	7383	6984	8961	6889	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YLR179C_recipient_2	5207	9154	7737	10599	8504	8184	8095	8785	7558	10551	8130	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YLR356W_recipient_1	8681	12274	10844	15185	14231	7960	9721	10634	10779	12967	10802	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	YLR356W_recipient_2	5417	5418	4343	5864	5662	6246	4053	5376	4984	6097	5254	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	CSM3_recipient_2	672	438	382	438	401	634	546	515	355	245	395	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_1	FLO8_recipient_1	3425	5367	4745	6237	5159	6211	6136	5922	4967	7595	5143	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	FLO8_recipient_2	2565	5550	4769	6716	5973	4862	5256	5172	4236	6248	4579	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_1	GAL2_recipient_2	4045	8261	7264	9771	8350	6180	7832	7387	6515	10374	6616	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	APT2_recipient_1	3940	3923	3269	4135	3991	4479	3726	4283	3701	5373	4369	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	GAL2_recipient_1	2033	2607	2779	3319	2735	2937	2323	2919	2411	3546	2536	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	HO_recipient_1	4002	6721	6193	8376	7601	4609	6950	4552	4697	7071	5268	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	HO_recipient_2	4271	6826	5826	7968	6916	6002	7714	6343	6250	9394	7054	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	MAG1_recipient_1	466	567	542	293	596	440	569	573	483	771	468	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	MAL13_recipient_1	3235	3456	3088	4167	3578	3480	3181	3609	3189	4599	3264	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	MMS1_recipient_1	604	457	367	284	391	675	540	664	318	203	565	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	MMS4_recipient_1	1322	1256	1143	908	1067	1635	1404	1472	986	809	1294	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	MPH1_recipient_1	766	522	508	527	448	510	783	534	410	917	512	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	MUS81_recipient_1	471	338	336	266	273	428	330	341	130	23	295	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	NGL3_recipient_1	16924	22828	21587	27485	28140	20034	17270	21303	20103	23203	21211	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	CLA4_recipient_1	1533	926	882	1084	946	1024	844	927	662	610	638	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	NGL3_recipient_2	3437	5833	4361	6198	5510	4722	5368	5546	5132	6499	4945	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	PSY3_recipient_1	2337	4088	4010	2742	3875	2789	3515	3566	3666	5057	4463	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	PSY3_recipient_2	7629	5137	4404	3607	4566	3613	4692	4566	4263	4948	5122	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD18_recipient_1	470	253	222	95	68	253	214	274	250	368	213	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD18_recipient_2	2328	1831	1593	643	504	1998	1887	1873	1746	2097	1519	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD51_recipient_1	500	221	209	206	230	363	285	397	177	185	222	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD52_recipient_1	336	138	130	113	109	341	277	360	138	138	171	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD54_recipient_1	501	238	230	160	190	512	446	512	169	191	260	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD54_recipient_2	2386	1144	1174	811	844	2522	1692	2004	460	642	1142	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD55_recipient_1	928	261	254	197	244	427	341	406	145	159	227	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	CSM2_recipient_1	1580	2496	2279	1978	2296	1716	2532	2270	2328	2589	2246	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD57_recipient_1	1621	1176	1185	838	844	1554	1257	1755	302	425	1114	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD59_recipient_1	5726	6188	6185	4711	6633	4999	4600	5783	5404	869	5831	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD5_recipient_1	1842	1754	1570	707	553	2205	1559	1935	1409	1889	1324	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD5_recipient_2	4772	3919	3233	1394	1061	4736	3972	4571	3714	4325	3457	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RAD61_recipient_1	1118	1700	1375	1485	1483	1885	2129	2033	1695	473	1576	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RTT101_recipient_1	698	178	183	135	140	492	617	475	185	94	246	150986	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RTT101_recipient_2	779	285	261	188	235	485	579	618	254	81	409	150986	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	RTT107_recipient_1	645	637	584	357	592	803	990	739	335	174	653	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SGS1_recipient_1	2284	1465	1494	963	987	2652	2338	2301	1319	1106	1319	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SHU1_recipient_1	2440	2994	2642	2239	1932	2838	2789	2824	3025	3780	2831	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	CSM2_recipient_2	3852	8395	7225	6133	8470	2701	4001	4336	7702	6922	7118	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SHU1_recipient_2	2073	2830	2439	2036	2603	2604	2515	2654	2958	3854	2786	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SHU2_recipient_1	2824	2096	1813	1573	1782	2190	2667	2931	2627	3223	2342	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SHU2_recipient_2	4166	4426	4215	3615	4634	4198	4083	4353	4289	6377	4318	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SLX4_recipient_1	3586	4416	3749	3975	4659	3647	2957	3308	3730	2648	4310	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SRS2_recipient_1	2077	2037	1942	1715	1337	2497	2425	2117	1768	1044	1914	242147	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	SRS2_recipient_2	2960	3222	3058	2656	2114	3265	4372	3010	3227	1626	2832	242147	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	YBR259W_recipient_1	6100	9669	10355	13887	10386	7485	7910	9516	8809	10213	8878	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YCL047C_recipient_1	1903	1554	1437	1958	1551	1496	1243	1582	1558	1952	1335	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YDL027C_recipient_1	2608	2746	2190	3394	2820	2918	3164	2911	2725	4070	3165	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YDL027C_recipient_2	4795	6029	5200	6826	5696	5027	4806	5038	5624	7137	5009	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	CSM3_recipient_1	1815	962	898	944	721	1676	1416	1347	816	530	855	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	YFR057W_recipient_1	5702	6410	5950	7478	6656	4649	5202	5923	6001	9035	5962	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YKR011C_recipient_1	2104	3454	3807	4484	4621	2180	3594	2775	2397	3482	2700	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YKR011C_recipient_2	2261	3263	2976	4069	3412	2838	2923	2266	2392	3766	2963	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YLR179C_recipient_1	1885	4247	4148	5186	4814	2902	2520	3675	3724	4759	3601	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YLR179C_recipient_2	3315	4865	4255	5915	4759	3704	3497	4378	4000	5614	4284	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YLR356W_recipient_1	4634	6562	5917	8280	7819	2918	4573	5097	5758	6657	5761	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	YLR356W_recipient_2	3448	2743	2684	3306	2658	1844	1047	2580	2255	2215	2472	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	CSM3_recipient_2	421	233	210	215	204	297	195	243	159	74	181	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YJR037W_donor_2	FLO8_recipient_1	2118	2852	2609	3480	2887	2967	2808	3027	2692	4159	2751	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	FLO8_recipient_2	1828	3085	2983	4141	3591	1507	1891	2737	1888	3247	2224	NA	no	Neutral	Neutral	NA	NA	NA	NA
YJR037W_donor_2	GAL2_recipient_2	2575	4390	3995	5453	4673	2530	3289	3572	3445	5569	3423	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	APT2_recipient_1	2059	1094	868	1252	925	1562	1356	1439	1463	1905	1339	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	GAL2_recipient_1	1090	793	743	987	752	892	765	846	877	1105	901	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	HO_recipient_1	1903	1905	1895	2059	1810	1595	2488	1767	1816	2301	1982	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	HO_recipient_2	1970	1905	1764	2338	1946	1938	2277	1843	2127	3145	2473	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	MAG1_recipient_1	245	156	161	83	156	148	189	109	182	259	184	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	MAL13_recipient_1	1563	914	862	1146	890	1027	1099	965	1002	1373	1092	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	MMS1_recipient_1	333	118	109	87	91	214	204	193	92	45	184	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	MMS4_recipient_1	698	381	347	240	285	515	448	404	255	187	427	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	MPH1_recipient_1	308	138	142	122	118	177	285	120	156	301	201	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	MUS81_recipient_1	228	89	94	73	68	140	120	98	39	0	100	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	NGL3_recipient_1	8178	6034	6026	7560	7002	5844	4988	5849	6105	6712	6552	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	CLA4_recipient_1	756	263	254	304	243	371	323	335	256	223	257	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	NGL3_recipient_2	1764	1741	1664	1936	1505	1502	1601	1683	1755	1889	1771	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	PSY3_recipient_1	1168	1213	1119	1041	1125	876	1196	908	1225	1456	1383	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	PSY3_recipient_2	3074	1358	1229	992	1136	1087	1517	1276	1394	1478	1725	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD18_recipient_1	227	77	62	26	18	107	81	93	96	111	83	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD18_recipient_2	1125	484	445	156	127	615	591	526	552	759	472	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD51_recipient_1	235	66	56	57	57	131	99	123	55	59	75	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD52_recipient_1	162	36	36	31	32	117	96	109	38	42	52	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD54_recipient_1	259	63	64	53	47	167	147	155	48	52	83	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD54_recipient_2	1210	365	317	248	245	838	650	794	278	281	455	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD55_recipient_1	519	68	71	59	61	140	128	134	43	45	84	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	CSM2_recipient_1	884	660	636	544	571	712	862	648	810	1053	788	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD57_recipient_1	935	358	331	230	248	667	458	569	148	144	418	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD59_recipient_1	2913	1564	1514	1272	1457	1391	1501	1389	1619	0	1802	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD5_recipient_1	890	510	499	211	138	696	460	509	481	595	370	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD5_recipient_2	2328	1135	1006	513	309	1404	1278	1262	1181	1421	1095	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RAD61_recipient_1	546	333	384	371	329	511	625	335	483	0	446	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RTT101_recipient_1	337	49	51	37	35	159	194	172	63	27	87	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RTT101_recipient_2	352	68	73	52	58	195	188	177	64	4	141	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	RTT107_recipient_1	269	191	168	98	147	258	347	191	95	46	231	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SGS1_recipient_1	1104	351	417	265	213	757	736	699	346	236	305	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SHU1_recipient_1	1179	702	621	616	503	803	734	645	691	821	740	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	CSM2_recipient_2	1594	2219	1909	1568	2000	1033	1720	1343	2492	2555	2306	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SHU1_recipient_2	810	715	535	546	599	583	892	584	925	789	780	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SHU2_recipient_1	1365	479	439	394	388	431	663	538	574	828	573	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SHU2_recipient_2	2013	1170	1177	830	1153	1343	1355	958	1463	2008	1194	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SLX4_recipient_1	1925	1280	1333	1288	1157	867	1194	1031	1333	829	1436	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SRS2_recipient_1	842	538	542	472	333	832	929	617	618	294	678	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	SRS2_recipient_2	1401	975	1011	731	558	1233	1463	988	1091	689	1321	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	YBR259W_recipient_1	2948	2556	2410	3193	2584	2201	2356	2535	2657	2922	2665	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YCL047C_recipient_1	920	406	363	472	404	574	527	430	574	882	554	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YDL027C_recipient_1	1260	726	709	934	702	907	872	803	873	1282	899	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YDL027C_recipient_2	2359	1413	1274	1930	1451	1018	1288	1255	1760	1838	1661	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	CSM3_recipient_1	877	251	232	247	184	531	427	409	273	158	294	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	YFR057W_recipient_1	2545	1676	1497	2027	1762	1362	2194	1540	2076	2643	1807	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YKR011C_recipient_1	1139	9	9	13	10	10	13	10	12	11	10	0	YES	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YKR011C_recipient_2	1193	7	7	10	7	10	11	10	11	15	10	0	YES	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR179C_recipient_1	1091	1098	1097	1320	1198	729	615	984	1068	1362	1235	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR179C_recipient_2	1602	1286	1188	1627	1184	858	1145	1242	1362	1743	1482	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR356W_recipient_1	2593	1631	1537	2343	1692	1118	1733	1685	2640	2370	2349	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	YLR356W_recipient_2	1666	852	767	1080	788	780	398	869	1021	1024	1071	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	CSM3_recipient_2	215	62	59	67	56	104	86	78	59	25	68	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_1	FLO8_recipient_1	1224	747	728	957	718	989	1020	946	944	1157	813	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	FLO8_recipient_2	788	829	839	1114	894	826	813	770	1056	1434	1245	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_1	GAL2_recipient_2	1244	1160	1115	1500	1163	828	1154	1020	1249	1785	1256	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	APT2_recipient_1	27829	20620	18321	24587	20096	22781	20061	20534	23058	29482	22581	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	GAL2_recipient_1	18683	16191	15682	21089	16286	17054	14370	16850	17264	21018	17047	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	HO_recipient_1	33282	35384	35594	39280	33978	27982	46664	32039	33571	40616	33836	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	HO_recipient_2	39926	38085	35103	46805	39998	43189	52466	41269	40489	53896	53324	NA	no	Neutral	Neutral	NA	NA	NA	NA
YKR011C_donor_2	MAG1_recipient_1	4131	2940	3041	1586	3134	2634	3447	1940	3310	4290	3036	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
YKR011C_donor_2	MAL13_recipient_1	31044	17213	16270	21867	17870	19577	18640	18365	19139	24191	18426	NA	no	Neutral	Neutral	NA	NA	NA	NA
