Barcode_x	Barcode_y	C_xy.HetDipl	C_xy.NoDrug	C_xy.DMSO	C_xy.MMS	C_xy.4NQO	C_xy.BLMC	C_xy.ZEOC	C_xy.HYDX	C_xy.DXRB	C_xy.CMPT	C_xy.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_x	Type_of_gene_y	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
MUS81_donor_2	NGL3_recipient_2	1445	2725	2400	1925	1950	2969	2553	2641	1645	1025	2717	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	PSY3_recipient_1	980	2045	2200	1345	1415	2265	2440	1679	1040	336	2248	NA	no	DNA_repair	DNA_repair	0.003767	0.105445	NEUTRAL	ALLEVIATING
MUS81_donor_2	PSY3_recipient_2	3585	3855	3580	1875	2720	4609	4211	3743	1738	389	3984	NA	no	DNA_repair	DNA_repair	0.003767	0.105445	NEUTRAL	ALLEVIATING
MUS81_donor_2	RAD18_recipient_1	175	15	15	20	60	201	138	213	18	82	58	NA	no	DNA_repair	DNA_repair	-0.050704	0.037049	AGGRAVATING	ALLEVIATING
MUS81_donor_2	RAD18_recipient_2	630	85	65	190	215	1053	1045	1047	409	250	612	NA	no	DNA_repair	DNA_repair	-0.050704	0.037049	AGGRAVATING	ALLEVIATING
MUS81_donor_2	RAD51_recipient_1	190	110	120	90	110	239	164	220	80	76	119	NA	no	DNA_repair	DNA_repair	-0.015306	-0.039076	NEUTRAL	NEUTRAL
MUS81_donor_2	RAD52_recipient_1	85	45	60	30	35	48	80	95	88	51	72	NA	no	DNA_repair	DNA_repair	-0.007197	0.021061	NEUTRAL	NEUTRAL
MUS81_donor_2	RAD54_recipient_1	185	60	105	40	35	184	54	202	23	55	23	NA	no	DNA_repair	DNA_repair	-0.037139	-0.065479	AGGRAVATING	AGGRAVATING
MUS81_donor_2	RAD54_recipient_2	1115	650	775	310	390	1576	904	1296	358	304	538	NA	no	DNA_repair	DNA_repair	-0.037139	-0.065479	AGGRAVATING	AGGRAVATING
MUS81_donor_2	RAD55_recipient_1	500	145	230	55	165	130	152	19	67	87	3	646396	no	DNA_repair	DNA_repair	-0.050058	-0.0647	AGGRAVATING	NEUTRAL
MUS81_donor_2	CSM2_recipient_1	570	600	770	425	415	0	989	937	0	0	566	NA	no	DNA_repair	DNA_repair	-0.040624	0.034277	AGGRAVATING	NEUTRAL
MUS81_donor_2	RAD57_recipient_1	600	370	335	280	265	390	548	1723	32	0	238	789501	no	DNA_repair	DNA_repair	0.00606	0.043839	NEUTRAL	ALLEVIATING
MUS81_donor_2	RAD59_recipient_1	1625	2295	2355	1665	2135	3211	2819	2605	1051	0	2437	901131	no	DNA_repair	DNA_repair	0.02052	0.090396	NEUTRAL	ALLEVIATING
MUS81_donor_2	RAD5_recipient_1	330	65	65	220	145	1044	562	959	399	167	468	NA	no	DNA_repair	DNA_repair	-0.067886	0.065261	AGGRAVATING	ALLEVIATING
MUS81_donor_2	RAD5_recipient_2	1590	160	185	800	620	2039	1431	2068	780	690	1212	NA	no	DNA_repair	DNA_repair	-0.067886	0.065261	AGGRAVATING	ALLEVIATING
MUS81_donor_2	RAD61_recipient_1	350	510	500	285	335	1136	1057	565	523	91	615	770095	no	DNA_repair	DNA_repair	0.005895	0.003452	NEUTRAL	NEUTRAL
MUS81_donor_2	RTT101_recipient_1	435	150	125	85	220	1017	1022	671	255	144	269	NA	no	DNA_repair	DNA_repair	-0.053118	-0.055521	AGGRAVATING	NEUTRAL
MUS81_donor_2	RTT101_recipient_2	245	90	65	50	120	346	215	320	95	61	150	NA	no	DNA_repair	DNA_repair	-0.053118	-0.055521	AGGRAVATING	NEUTRAL
MUS81_donor_2	RTT107_recipient_1	210	135	205	60	120	185	145	208	0	0	30	NA	no	DNA_repair	DNA_repair	-0.035416	-0.083869	NEUTRAL	AGGRAVATING
MUS81_donor_2	SGS1_recipient_1	895	5	305	5	5	1153	1031	805	8	11	8	NA	no	DNA_repair	DNA_repair	-0.797045	-0.319382	AGGRAVATING	AGGRAVATING
MUS81_donor_2	SHU1_recipient_1	945	1160	1085	590	635	376	1225	1003	990	401	239	NA	no	DNA_repair	DNA_repair	-0.038049	0.071147	AGGRAVATING	NEUTRAL
MUS81_donor_2	CSM2_recipient_2	1175	2500	2520	1445	1900	102	1984	1635	1100	0	2558	NA	no	DNA_repair	DNA_repair	-0.040624	0.034277	AGGRAVATING	NEUTRAL
MUS81_donor_2	SHU1_recipient_2	930	1250	1170	730	1015	337	1688	1169	749	276	133	NA	no	DNA_repair	DNA_repair	-0.038049	0.071147	AGGRAVATING	NEUTRAL
MUS81_donor_2	SHU2_recipient_1	1325	1150	1170	815	820	2255	2315	1887	1011	359	1138	643215	no	DNA_repair	DNA_repair	-0.020245	0.074075	AGGRAVATING	NEUTRAL
MUS81_donor_2	SHU2_recipient_2	1325	1135	1430	740	955	2135	2125	1412	847	43	1157	643215	no	DNA_repair	DNA_repair	-0.020245	0.074075	AGGRAVATING	NEUTRAL
MUS81_donor_2	SLX4_recipient_1	1220	1710	1660	1150	1395	2208	1671	1808	0	0	1619	NA	no	DNA_repair	DNA_repair	-0.005782	0.018233	NEUTRAL	NEUTRAL
MUS81_donor_2	SRS2_recipient_1	600	225	195	55	30	1017	936	1223	374	231	22	NA	no	DNA_repair	DNA_repair	-0.096968	-0.285344	AGGRAVATING	AGGRAVATING
MUS81_donor_2	SRS2_recipient_2	1345	405	450	150	90	2173	1808	1676	571	592	274	NA	no	DNA_repair	DNA_repair	-0.096968	-0.285344	AGGRAVATING	AGGRAVATING
MUS81_donor_2	YBR259W_recipient_1	2600	4775	4645	3355	3935	5426	4948	4636	3168	2019	4179	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YCL047C_recipient_1	725	650	655	580	470	1119	816	681	311	92	633	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YDL027C_recipient_1	995	1145	1160	935	925	1916	1339	1354	663	308	1197	841127	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YDL027C_recipient_2	1785	2895	2835	1845	2150	3759	3937	3393	1667	570	2718	841127	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	CSM3_recipient_1	805	570	430	340	245	1219	723	875	576	463	551	NA	no	DNA_repair	DNA_repair	-0.031097	-0.035552	AGGRAVATING	NEUTRAL
MUS81_donor_2	YFR057W_recipient_1	2595	2590	2900	2375	2320	2694	2943	2846	777	0	2033	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YKR011C_recipient_1	895	1720	1495	1440	1275	2024	1903	1282	601	198	1476	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YKR011C_recipient_2	940	1360	1360	1125	1120	2092	1807	1445	675	114	1350	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YLR179C_recipient_1	860	1555	1895	1430	1580	1770	1623	1864	964	302	1686	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YLR179C_recipient_2	1135	1800	1630	1635	1410	2978	2409	1825	971	132	2080	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YLR356W_recipient_1	2050	2720	3080	2365	2590	2732	2670	3395	1192	28	2606	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	YLR356W_recipient_2	1315	1250	1155	1005	875	1696	801	1248	550	0	1137	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	CSM3_recipient_2	140	50	65	20	45	118	197	163	15	1	94	NA	no	DNA_repair	DNA_repair	-0.031097	-0.035552	AGGRAVATING	NEUTRAL
MUS81_donor_2	FLO8_recipient_1	840	1150	1215	1120	925	2104	1691	1465	544	106	1212	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	FLO8_recipient_2	675	1345	1245	970	1045	1832	1507	1476	399	0	1043	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MUS81_donor_2	GAL2_recipient_2	1010	1830	1825	1505	1530	2313	2522	2339	1004	164	1596	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
NGL3_donor_1	APT2_recipient_1	1902	1109	1029	1347	1162	1451	1368	1436	1303	1697	1218	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	GAL2_recipient_1	1048	917	881	1211	965	950	933	1016	998	1252	894	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	HO_recipient_1	1589	1871	1883	2525	2173	613	2968	1140	1597	1598	1505	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	HO_recipient_2	1773	2739	2205	3585	2558	2829	3351	2596	3411	4031	3443	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	MAG1_recipient_1	281	204	191	116	235	74	188	128	228	228	102	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	MAL13_recipient_1	1316	989	1097	1545	1134	1127	1046	1188	1104	1373	1120	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	MMS1_recipient_1	376	140	131	101	125	254	290	239	99	30	201	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	MMS4_recipient_1	680	386	396	271	343	515	532	436	220	122	375	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	MPH1_recipient_1	345	160	168	133	143	215	423	117	129	302	130	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	MUS81_recipient_1	258	103	123	91	101	159	179	107	15	0	98	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	NGL3_recipient_1	8838	75	81	100	97	70	63	82	80	80	73	0	YES	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	CLA4_recipient_1	735	275	275	316	294	262	272	254	126	105	136	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	NGL3_recipient_2	1634	18	18	24	21	23	26	26	27	27	27	0	YES	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	PSY3_recipient_1	1275	1558	1537	1192	1415	629	1673	813	1252	1729	1480	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	PSY3_recipient_2	3025	1571	1457	1217	1458	1007	1931	1498	1551	1561	1718	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD18_recipient_1	219	78	73	32	23	101	84	96	94	134	65	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD18_recipient_2	1107	560	527	217	161	681	754	635	635	883	456	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD51_recipient_1	260	79	86	60	75	174	141	158	55	62	86	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD52_recipient_1	160	41	43	38	35	151	131	149	40	46	57	178664	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD54_recipient_1	255	73	76	64	61	207	202	208	49	53	88	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD54_recipient_2	1191	379	377	295	295	940	771	1007	174	196	404	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD55_recipient_1	442	80	84	73	78	170	156	180	44	44	89	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	CSM2_recipient_1	870	729	676	706	733	530	825	608	762	1193	678	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD57_recipient_1	904	414	392	321	318	782	688	734	102	87	419	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD59_recipient_1	2931	2256	2385	1785	2423	1756	2319	2186	2169	0	2081	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD5_recipient_1	876	537	519	238	177	795	613	684	489	572	306	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD5_recipient_2	2744	1168	1120	582	396	1528	1273	1715	1252	1388	1019	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RAD61_recipient_1	532	454	512	455	423	635	1314	657	673	0	436	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RTT101_recipient_1	385	56	61	46	45	196	278	194	75	21	93	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RTT101_recipient_2	347	96	95	63	75	286	236	284	92	0	133	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	RTT107_recipient_1	307	232	193	120	189	289	384	266	88	0	218	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SGS1_recipient_1	1086	374	413	325	315	727	857	694	235	154	210	607064	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SHU1_recipient_1	1070	1066	988	766	671	968	1279	1135	1101	1383	885	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	CSM2_recipient_2	1832	2567	2391	2069	2705	482	1657	1339	2917	2736	2220	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SHU1_recipient_2	976	920	757	674	761	864	1330	1120	1063	1292	914	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SHU2_recipient_1	1374	554	520	454	498	464	969	761	820	861	726	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SHU2_recipient_2	2118	1540	1395	1407	1587	1576	1915	1716	2011	2446	1386	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SLX4_recipient_1	1736	1522	1265	1417	1315	754	1388	1128	1211	511	1688	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SRS2_recipient_1	940	633	666	513	454	874	1486	978	917	423	860	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	SRS2_recipient_2	1408	1103	1206	899	675	1309	1917	1152	1215	483	1092	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	YBR259W_recipient_1	3089	2957	2856	3917	3317	2201	2824	2993	2999	3209	3235	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YCL047C_recipient_1	936	454	453	600	459	501	632	528	613	786	526	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YDL027C_recipient_1	1151	866	775	1247	966	1017	1267	945	928	1687	963	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YDL027C_recipient_2	2169	1819	1742	2482	1917	1346	1857	1689	2034	2380	1604	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	CSM3_recipient_1	863	291	275	303	236	605	502	550	325	149	329	333130	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	YFR057W_recipient_1	2394	1915	1908	2384	2171	1197	2230	1825	2408	3687	1651	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YKR011C_recipient_1	1083	1335	1288	1756	1710	871	1637	992	882	1438	1055	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YKR011C_recipient_2	1174	1130	1106	1559	1157	1101	1397	1429	1365	2010	1104	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YLR179C_recipient_1	1073	1299	1372	1749	1342	798	878	1197	1398	1598	1128	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YLR179C_recipient_2	1576	1488	1408	1996	1520	1111	1409	1475	1517	1913	1385	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YLR356W_recipient_1	2552	1995	1973	2859	2543	671	1566	1655	2289	2237	1841	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	YLR356W_recipient_2	1759	985	909	1324	1012	949	569	1040	1174	1100	1050	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	CSM3_recipient_2	215	68	69	82	63	116	110	94	60	10	63	333130	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_1	FLO8_recipient_1	1021	816	766	1087	948	971	1192	1032	1018	1463	870	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	FLO8_recipient_2	869	930	987	1210	1152	489	627	662	867	952	403	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_1	GAL2_recipient_2	1021	1144	1120	1641	1547	456	1280	702	1181	1775	425	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	APT2_recipient_1	4880	2773	2555	3326	2876	4334	3750	4092	3120	4279	3090	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	GAL2_recipient_1	2422	2597	2398	3521	2387	2362	2132	2185	2832	3359	2475	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	HO_recipient_1	5256	4677	4673	6237	5375	2948	6126	4096	4019	5666	4086	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	HO_recipient_2	4956	5846	5472	7432	6327	4553	6357	5237	5972	9162	6489	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	MAG1_recipient_1	732	532	541	277	557	407	590	522	757	1065	716	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	MAL13_recipient_1	3940	3167	2536	3472	2827	3283	3298	4212	4054	5245	3754	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	MMS1_recipient_1	881	349	320	237	309	665	487	556	213	93	546	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	MMS4_recipient_1	1715	1006	963	713	840	1199	1177	971	577	364	945	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	MPH1_recipient_1	851	399	417	371	354	409	811	322	406	884	463	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	MUS81_recipient_1	602	259	327	239	234	407	362	242	60	0	268	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	NGL3_recipient_1	21632	193	196	267	243	173	147	174	178	202	180	0	YES	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	CLA4_recipient_1	1855	659	704	833	675	701	587	566	406	371	433	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	NGL3_recipient_2	4267	44	41	64	50	40	42	51	48	54	46	0	YES	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	PSY3_recipient_1	3094	3508	3293	2686	3062	2044	3239	2440	3326	4123	3543	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	PSY3_recipient_2	8291	3927	3617	3006	3607	2484	4130	3555	3742	4091	4368	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD18_recipient_1	600	173	199	78	57	218	115	199	159	343	148	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD18_recipient_2	2494	1536	1523	591	449	1486	1226	1370	1607	1795	999	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD51_recipient_1	700	196	208	146	176	408	319	387	146	170	216	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD52_recipient_1	381	96	107	94	95	327	278	330	91	109	121	178664	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD54_recipient_1	686	182	189	170	150	473	436	442	107	147	214	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD54_recipient_2	3085	947	937	830	830	2161	1815	2097	440	543	1086	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD55_recipient_1	1187	199	209	179	193	393	341	413	111	142	225	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	CSM2_recipient_1	2340	2019	2054	1673	1687	1924	2665	2349	2571	3476	2070	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD57_recipient_1	2474	1066	1111	697	853	1581	1414	1829	438	436	1199	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD59_recipient_1	8223	5758	6103	4409	5930	4067	5105	4679	5238	0	5721	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD5_recipient_1	2189	1449	1306	589	481	1686	1107	1546	1134	1586	998	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD5_recipient_2	6822	2920	2780	1358	979	3636	2900	3504	3048	3522	2617	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RAD61_recipient_1	1267	1226	1215	1238	1134	1234	1891	1030	1149	0	1151	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RTT101_recipient_1	994	141	151	113	111	443	583	437	177	63	229	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RTT101_recipient_2	828	191	214	170	200	459	521	509	88	0	308	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	RTT107_recipient_1	824	515	544	330	503	705	997	804	283	51	585	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SGS1_recipient_1	2606	1098	1188	679	780	1822	2224	1800	994	664	798	607064	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SHU1_recipient_1	3118	2347	2267	1976	1583	2149	2536	2547	2968	3630	2786	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	CSM2_recipient_2	4923	6418	5268	4502	6005	1470	3612	3355	6972	7129	5773	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SHU1_recipient_2	2312	2169	2067	1802	2014	1801	2439	1960	2317	2846	2051	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SHU2_recipient_1	3610	1386	1291	1122	1233	1726	2316	2015	2290	3308	1616	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SHU2_recipient_2	4499	3646	3462	3452	4245	3293	3761	4381	4555	6637	4224	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SLX4_recipient_1	4667	3304	3346	3902	3887	2146	3067	2130	3461	2663	2684	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SRS2_recipient_1	2655	1557	1455	1429	1056	1530	2636	1757	1658	670	1651	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	SRS2_recipient_2	3784	2379	2380	2191	1696	2707	3709	2347	1804	1046	2422	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	YBR259W_recipient_1	9120	7392	7090	9675	8205	5446	6346	7180	7290	8252	6811	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YCL047C_recipient_1	2433	1136	1124	1483	1135	1184	1337	1635	1891	1979	1334	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YDL027C_recipient_1	3613	2099	2086	2828	2228	2296	2401	2292	2403	3751	2270	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YDL027C_recipient_2	5637	4707	4910	7202	5669	2824	3456	3926	5115	6077	4098	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	CSM3_recipient_1	2404	834	712	807	603	1651	1536	1172	865	511	784	333130	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	YFR057W_recipient_1	6503	4887	4588	6268	5098	2773	4408	4228	6001	8204	4639	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YKR011C_recipient_1	3013	2907	3323	4163	3792	1269	2467	1931	2582	3308	1782	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YKR011C_recipient_2	2668	2406	2462	3727	3075	1956	2633	2054	2972	3835	2434	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YLR179C_recipient_1	2885	3247	2856	3746	3501	2552	2118	3425	3055	3676	2752	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YLR179C_recipient_2	3689	3436	3495	4172	3433	2387	2666	3177	3346	4650	3303	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YLR356W_recipient_1	7768	4987	4898	7062	6292	1749	3234	3910	5425	5854	4785	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	YLR356W_recipient_2	4741	2463	2257	3271	2503	2257	1227	2446	2793	2862	2682	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	CSM3_recipient_2	672	191	195	225	177	290	255	240	170	62	150	333130	no	Neutral	DNA_repair	NA	NA	NA	NA
NGL3_donor_2	FLO8_recipient_1	3237	2180	2143	2900	2281	1712	2600	1873	2540	2859	2372	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	FLO8_recipient_2	2006	2406	2308	3425	2971	1327	1646	2957	2270	2575	1858	NA	no	Neutral	Neutral	NA	NA	NA	NA
NGL3_donor_2	GAL2_recipient_2	3291	3356	3281	4544	3143	1596	2973	2775	2260	5078	1855	NA	no	Neutral	Neutral	NA	NA	NA	NA
PSY3_donor_1	APT2_recipient_1	1889	1585	1402	1297	1637	2005	1614	1869	1742	1951	1700	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_1	GAL2_recipient_1	1255	1171	1093	1061	1256	1212	1018	1111	1202	1419	949	580890	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_1	HO_recipient_1	2033	2930	2888	2146	3206	2115	3434	1965	2896	3174	2750	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_1	HO_recipient_2	2448	3140	2589	2636	3329	2921	2872	2689	3486	3735	3597	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_1	MAG1_recipient_1	268	240	185	15	195	134	170	157	156	204	178	NA	no	DNA_repair	DNA_repair	0.014564	-0.153914	NEUTRAL	AGGRAVATING
PSY3_donor_1	MAL13_recipient_1	1616	1422	1387	1178	1288	1237	1319	1313	1232	1743	1343	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_1	MMS1_recipient_1	349	105	60	35	172	306	311	244	128	113	276	NA	no	DNA_repair	DNA_repair	-0.0255	-0.020355	NEUTRAL	NEUTRAL
PSY3_donor_1	MMS4_recipient_1	775	687	662	408	567	826	732	677	505	380	642	NA	no	DNA_repair	DNA_repair	-0.008123	0.050237	NEUTRAL	ALLEVIATING
PSY3_donor_1	MPH1_recipient_1	246	173	231	165	136	194	158	122	209	341	191	NA	no	DNA_repair	DNA_repair	-0.04872	0.051748	AGGRAVATING	ALLEVIATING
PSY3_donor_1	MUS81_recipient_1	287	186	185	113	142	224	213	167	88	17	176	NA	no	DNA_repair	DNA_repair	0.003767	0.105445	NEUTRAL	ALLEVIATING
PSY3_donor_1	NGL3_recipient_1	9410	9974	9730	8123	11695	8964	8175	8993	9801	9733	9776	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_1	CLA4_recipient_1	807	438	388	100	411	446	386	409	327	223	327	NA	no	DNA_repair	DNA_repair	0.029901	-0.093502	NEUTRAL	AGGRAVATING
PSY3_donor_1	NGL3_recipient_2	1894	2383	2262	2080	2245	1836	2321	1994	2197	2442	2219	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
