Barcode_i	Barcode_j	Condition1	Condition2	Z_Condition1	Z_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaZ_FDR
MPH1_donor_2	CSM2_recipient_2	MMS	BLMC	4.83386425920335	-6.72564804437654	ALLEVIATING	AGGRAVATING	11.5595123035799	1.10869372288341e-08
MPH1_donor_2	SLX4_recipient_1	MMS	BLMC	-15.1294869680884	-4.73759032805175	AGGRAVATING	NEUTRAL	-10.3918966400366	2.10018193505664e-07
MPH1_donor_2	SRS2_recipient_1	MMS	BLMC	-10.1204591091785	2.92729016436268	AGGRAVATING	NEUTRAL	-13.0477492735412	4.65573245318726e-11
MPH1_donor_2	SRS2_recipient_2	MMS	BLMC	-9.30181021076736	2.35108205194304	AGGRAVATING	NEUTRAL	-11.6528922627104	4.67770845468886e-09
MUS81_donor_1	MMS1_recipient_1	MMS	BLMC	-6.42470225392432	0.453286440855329	AGGRAVATING	NEUTRAL	-6.87798869477965	0.000937782500384411
MUS81_donor_1	MMS4_recipient_1	MMS	BLMC	-1.36926467098812	-11.0078336842551	NEUTRAL	AGGRAVATING	9.63856901326698	2.7071679435564e-06
MUS81_donor_1	MPH1_recipient_1	MMS	BLMC	-8.7766315884426	-2.54543248485814	AGGRAVATING	NEUTRAL	-6.23119910358446	0.00308107383320411
MUS81_donor_1	RAD18_recipient_1	MMS	BLMC	1.14160626051385	6.96210578517076	NEUTRAL	ALLEVIATING	-5.8204995246569	0.00618078507685793
MUS81_donor_1	RAD18_recipient_2	MMS	BLMC	3.97281283005159	-2.1805499111721	ALLEVIATING	NEUTRAL	6.15336274122369	0.00341459955914694
MUS81_donor_1	RAD52_recipient_1	MMS	BLMC	3.62607025604893	-10.569086181753	NEUTRAL	AGGRAVATING	14.1951564378019	1.21860027791264e-12
MUS81_donor_1	CSM2_recipient_1	MMS	BLMC	0.644679410823151	-6.41836951482441	NEUTRAL	AGGRAVATING	7.06304892564756	0.000722971352231243
MUS81_donor_1	RAD5_recipient_2	MMS	BLMC	6.10811124797294	-0.495055192476638	ALLEVIATING	NEUTRAL	6.60316644044958	0.00161000146676293
MUS81_donor_1	SHU1_recipient_1	MMS	BLMC	2.90296312699543	-24.4585548141903	NEUTRAL	AGGRAVATING	27.3615179411857	7.4285731804312e-45
MUS81_donor_1	CSM2_recipient_2	MMS	BLMC	0.609699098637525	-5.70690329868371	NEUTRAL	AGGRAVATING	6.31660239732124	0.00263486265788265
MUS81_donor_1	SHU1_recipient_2	MMS	BLMC	1.41333518870344	-21.1992706819482	NEUTRAL	AGGRAVATING	22.6126058706516	5.85308491166865e-31
MUS81_donor_1	SRS2_recipient_1	MMS	BLMC	-12.5934541760158	-1.49592118735839	AGGRAVATING	NEUTRAL	-11.0975329886574	2.65663426369543e-08
MUS81_donor_1	SRS2_recipient_2	MMS	BLMC	-14.2937366683337	-1.98015874703582	AGGRAVATING	NEUTRAL	-12.3135779212979	5.60415391706844e-10
MUS81_donor_2	MMS1_recipient_1	MMS	BLMC	-4.82243517167929	0.445674411686522	AGGRAVATING	NEUTRAL	-5.26810958336582	0.0151635231599566
MUS81_donor_2	MMS4_recipient_1	MMS	BLMC	-1.45080115847229	-11.5838261612311	NEUTRAL	AGGRAVATING	10.1330250027588	7.34836889479318e-07
MUS81_donor_2	MPH1_recipient_1	MMS	BLMC	-4.94208854903599	1.36832170665463	AGGRAVATING	NEUTRAL	-6.31041025569062	0.00271715184399933
MUS81_donor_2	RAD54_recipient_1	MMS	BLMC	-1.20652943859435	-5.71208761598445	NEUTRAL	AGGRAVATING	4.50555817739009	0.0362295373308445
MUS81_donor_2	RAD55_recipient_1	MMS	BLMC	-2.30030859817157	-9.31164926087982	NEUTRAL	AGGRAVATING	7.01134066270825	0.000788022508429359
MUS81_donor_2	CSM2_recipient_1	MMS	BLMC	0.466668886143463	-5.84885533923042	NEUTRAL	AGGRAVATING	6.31552422537388	0.00262897729053289
MUS81_donor_2	RAD57_recipient_1	MMS	BLMC	4.21657381007038	-9.15431607776596	ALLEVIATING	AGGRAVATING	13.3708898878363	2.49374520841594e-11
MUS81_donor_2	RAD5_recipient_1	MMS	BLMC	7.04596470325959	2.73145138390062	ALLEVIATING	NEUTRAL	4.31451331935897	0.0456037179359789
MUS81_donor_2	RAD5_recipient_2	MMS	BLMC	8.73322231374307	-0.376738772867588	ALLEVIATING	NEUTRAL	9.10996108661066	1.01930607896402e-05
MUS81_donor_2	RTT107_recipient_1	MMS	BLMC	-2.32157778918163	-8.54380994530031	NEUTRAL	AGGRAVATING	6.22223215611867	0.00307275996976569
MUS81_donor_2	SHU1_recipient_1	MMS	BLMC	-0.280522284175886	-17.1023545176809	NEUTRAL	AGGRAVATING	16.821832233505	1.79693397518067e-17
MUS81_donor_2	CSM2_recipient_2	MMS	BLMC	1.89537808337325	-15.0036074764717	NEUTRAL	AGGRAVATING	16.898985559845	1.28062715967719e-17
MUS81_donor_2	SHU1_recipient_2	MMS	BLMC	0.33812650904778	-16.6171109338486	NEUTRAL	AGGRAVATING	16.9552374428963	1.00669073589682e-17
MUS81_donor_2	SRS2_recipient_1	MMS	BLMC	-11.6251368837354	-3.00753656025304	AGGRAVATING	NEUTRAL	-8.61760032348238	2.08621846860916e-05
MUS81_donor_2	SRS2_recipient_2	MMS	BLMC	-15.2669205840774	-3.64603256146683	AGGRAVATING	NEUTRAL	-11.6208880226106	5.13518443840404e-09
PSY3_donor_1	CLA4_recipient_1	MMS	BLMC	-6.15601646769009	0.392858000784129	AGGRAVATING	NEUTRAL	-6.54887446847422	0.00175250683687223
PSY3_donor_1	RAD52_recipient_1	MMS	BLMC	-0.393177583923348	-6.8457348272312	NEUTRAL	AGGRAVATING	6.45255724330785	0.00207528662873966
PSY3_donor_1	SGS1_recipient_1	MMS	BLMC	4.77710267695707	-0.438479966614395	ALLEVIATING	NEUTRAL	5.21558264357146	0.0142690598066836
PSY3_donor_1	CSM2_recipient_2	MMS	BLMC	2.01659892615621	7.8589862706995	NEUTRAL	ALLEVIATING	-5.84238734454329	0.00601377199481464
PSY3_donor_2	MAG1_recipient_1	MMS	BLMC	-8.96754525133198	-1.54641864101534	AGGRAVATING	NEUTRAL	-7.42112661031664	0.000310805945186643
PSY3_donor_2	MMS1_recipient_1	MMS	BLMC	-4.38880529668956	0.481162815662865	AGGRAVATING	NEUTRAL	-4.86996811235242	0.0271122400453018
PSY3_donor_2	CLA4_recipient_1	MMS	BLMC	-7.22964369672507	0.566024787486953	AGGRAVATING	NEUTRAL	-7.79566848421202	0.000138412763687534
PSY3_donor_2	RAD52_recipient_1	MMS	BLMC	2.49748946200575	-8.61938535023129	NEUTRAL	AGGRAVATING	11.116874812237	4.12999912159528e-08
PSY3_donor_2	RTT107_recipient_1	MMS	BLMC	-13.1139522748537	0.690230053219105	AGGRAVATING	NEUTRAL	-13.8041823280728	2.96598823059208e-12
PSY3_donor_2	SGS1_recipient_1	MMS	BLMC	5.16542129736641	0.745846490303005	ALLEVIATING	NEUTRAL	4.41957480706341	0.0400965414577028
PSY3_donor_2	CSM2_recipient_2	MMS	BLMC	2.74232348755915	7.65721848112156	NEUTRAL	ALLEVIATING	-4.9148949935624	0.0254218522905222
RAD51_donor_1	MMS4_recipient_1	MMS	BLMC	4.52984587501877	-3.02595682535369	ALLEVIATING	NEUTRAL	7.55580270037246	0.000299083445144002
RAD51_donor_1	MPH1_recipient_1	MMS	BLMC	4.57697025503485	-10.0158638307603	ALLEVIATING	AGGRAVATING	14.5928340857951	2.59284829455107e-13
RAD51_donor_1	CLA4_recipient_1	MMS	BLMC	-9.45345604222771	1.59075172174813	AGGRAVATING	NEUTRAL	-11.0442077639758	3.07103869471917e-08
RAD51_donor_1	RAD18_recipient_2	MMS	BLMC	7.19591642583942	-0.210293351730183	ALLEVIATING	NEUTRAL	7.40620977756961	0.000388350368143843
RAD51_donor_1	RAD54_recipient_1	MMS	BLMC	8.69226109081679	-8.92444745116049	ALLEVIATING	AGGRAVATING	17.6167085419773	4.7397730578325e-19
RAD51_donor_1	RAD54_recipient_2	MMS	BLMC	11.6305120558526	-11.3423468909984	ALLEVIATING	AGGRAVATING	22.972858946851	6.28817996480967e-32
RAD51_donor_1	RAD55_recipient_1	MMS	BLMC	10.9495504426946	2.34726325271918	ALLEVIATING	NEUTRAL	8.60228718997538	3.20732159830286e-05
RAD51_donor_1	RAD57_recipient_1	MMS	BLMC	6.22520338744925	0.141196810550829	ALLEVIATING	NEUTRAL	6.08400657689842	0.00384079894793803
RAD51_donor_1	RAD5_recipient_1	MMS	BLMC	5.34913219261573	-14.4707825000704	ALLEVIATING	AGGRAVATING	19.8199146926861	6.03252131518624e-24
RAD51_donor_1	RAD5_recipient_2	MMS	BLMC	7.5872100209885	-21.6668430848295	ALLEVIATING	AGGRAVATING	29.254053105818	5.94510324014345e-51
RAD51_donor_1	SGS1_recipient_1	MMS	BLMC	6.49025544923876	-3.55221552234663	ALLEVIATING	NEUTRAL	10.0424709715854	9.15935167610547e-07
RAD51_donor_1	SHU1_recipient_1	MMS	BLMC	4.56505123093064	-0.734485221507092	ALLEVIATING	NEUTRAL	5.29953645243773	0.0126597532560737
RAD51_donor_1	SLX4_recipient_1	MMS	BLMC	-17.9270557634241	3.11968841706059	AGGRAVATING	NEUTRAL	-21.0467441804847	1.11747490295618e-26
RAD51_donor_1	SRS2_recipient_1	MMS	BLMC	4.30281924752829	-3.29214467735842	ALLEVIATING	NEUTRAL	7.59496392488672	0.000276093330431744
RAD51_donor_2	MAG1_recipient_1	MMS	BLMC	-4.80190809260171	0.273345073020732	AGGRAVATING	NEUTRAL	-5.07525316562244	0.0202804467703346
RAD51_donor_2	MMS4_recipient_1	MMS	BLMC	4.38503245420868	-1.6228082532831	ALLEVIATING	NEUTRAL	6.00784070749178	0.00438548437738904
RAD51_donor_2	MPH1_recipient_1	MMS	BLMC	-1.46315442591175	-10.3307543714602	NEUTRAL	AGGRAVATING	8.86759994554842	1.72655978767938e-05
RAD51_donor_2	CLA4_recipient_1	MMS	BLMC	-10.0077342102022	0.363525182510714	AGGRAVATING	NEUTRAL	-10.3712593927129	2.20952922523356e-07
RAD51_donor_2	RAD18_recipient_2	MMS	BLMC	6.19148067734239	0.453245096275415	ALLEVIATING	NEUTRAL	5.73823558106698	0.00670414882659109
RAD51_donor_2	RAD54_recipient_1	MMS	BLMC	6.1609533095645	-9.221708491236	ALLEVIATING	AGGRAVATING	15.3826618008005	1.04420591027767e-14
RAD51_donor_2	RAD54_recipient_2	MMS	BLMC	11.9939221597468	-11.5341186296165	ALLEVIATING	AGGRAVATING	23.5280407893634	1.94964241249584e-33
RAD51_donor_2	RAD55_recipient_1	MMS	BLMC	10.3414339564601	-1.19345579526567	ALLEVIATING	NEUTRAL	11.5348897517258	1.18706233213918e-08
RAD51_donor_2	CSM2_recipient_1	MMS	BLMC	4.55246092942881	-0.21084705073402	ALLEVIATING	NEUTRAL	4.76330798016283	0.0260715660481755
RAD51_donor_2	RAD57_recipient_1	MMS	BLMC	8.76472641354697	0.245739362954571	ALLEVIATING	NEUTRAL	8.51898705059239	3.82395736455391e-05
RAD51_donor_2	RAD5_recipient_1	MMS	BLMC	5.06398215986376	-15.9431480061326	ALLEVIATING	AGGRAVATING	21.0071301659964	8.27731865779736e-27
RAD51_donor_2	RAD5_recipient_2	MMS	BLMC	6.1743993789751	-19.0381180662493	ALLEVIATING	AGGRAVATING	25.2125174452244	3.43306109895888e-38
RAD51_donor_2	SGS1_recipient_1	MMS	BLMC	4.55676724433851	-0.125437055591746	ALLEVIATING	NEUTRAL	4.68220429993025	0.0289707627398446
RAD51_donor_2	SHU1_recipient_1	MMS	BLMC	4.27326037205561	-0.89600485599911	ALLEVIATING	NEUTRAL	5.16926522805472	0.0152432405643417
RAD51_donor_2	SHU1_recipient_2	MMS	BLMC	7.74330562684146	0.0385871619475083	ALLEVIATING	NEUTRAL	7.70471846489395	0.000219144001473749
RAD51_donor_2	SHU2_recipient_1	MMS	BLMC	9.48580149100951	3.54478264351544	ALLEVIATING	NEUTRAL	5.94101884749407	0.00487896582166508
RAD51_donor_2	SLX4_recipient_1	MMS	BLMC	-15.237620623419	2.61350199874074	AGGRAVATING	NEUTRAL	-17.8511226221598	1.05477530971243e-19
RAD54_donor_1	MMS4_recipient_1	MMS	BLMC	5.8436776032014	-4.24722905252542	ALLEVIATING	NEUTRAL	10.0909066557268	8.05184070247196e-07
RAD54_donor_1	CLA4_recipient_1	MMS	BLMC	-7.00458229089363	0.894882795468146	AGGRAVATING	NEUTRAL	-7.89946508636178	0.000111281799991403
RAD54_donor_1	RAD18_recipient_1	MMS	BLMC	6.57030212735258	2.18388429147819	ALLEVIATING	NEUTRAL	4.38641783587439	0.0417176361278082
RAD54_donor_1	RAD18_recipient_2	MMS	BLMC	11.0387776280327	2.25065099026569	ALLEVIATING	NEUTRAL	8.78812663776705	2.09472747264229e-05
RAD54_donor_1	RAD51_recipient_1	MMS	BLMC	7.85759621245924	-9.29295659931269	ALLEVIATING	AGGRAVATING	17.1505528117719	4.30150334527307e-18
RAD54_donor_1	RAD55_recipient_1	MMS	BLMC	10.1547564948317	1.78221607604	ALLEVIATING	NEUTRAL	8.37254041879165	5.26828231957688e-05
RAD54_donor_1	RAD57_recipient_1	MMS	BLMC	7.79770179109192	-0.563847564988631	ALLEVIATING	NEUTRAL	8.36154935608055	5.37259581831081e-05
RAD54_donor_1	RAD59_recipient_1	MMS	BLMC	4.87765254889659	-0.47707592408755	ALLEVIATING	NEUTRAL	5.35472847298414	0.0116246731263178
RAD54_donor_1	RAD5_recipient_1	MMS	BLMC	9.07239298000359	-3.35093960615652	ALLEVIATING	NEUTRAL	12.4233325861601	6.70440187727047e-10
RAD54_donor_1	RAD5_recipient_2	MMS	BLMC	11.1355087393426	-6.80310362460358	ALLEVIATING	AGGRAVATING	17.9386123639462	9.88562904411047e-20
RAD54_donor_1	SGS1_recipient_1	MMS	BLMC	9.85125142846224	0.909168224468726	ALLEVIATING	NEUTRAL	8.94208320399352	1.46152785839894e-05
RAD54_donor_1	SHU1_recipient_1	MMS	BLMC	5.34493057970829	-1.69594315836941	ALLEVIATING	NEUTRAL	7.0408737380777	0.000745416938719322
RAD54_donor_1	SLX4_recipient_1	MMS	BLMC	-19.590501625151	0.454416182685921	AGGRAVATING	NEUTRAL	-20.0449178078369	2.09009953876896e-24
CLA4_donor_1	MMS1_recipient_1	MMS	BLMC	-8.98663929176405	0.0548564528119042	AGGRAVATING	NEUTRAL	-9.04149574457595	7.40653852859643e-06
CLA4_donor_1	MPH1_recipient_1	MMS	BLMC	-11.5313640043608	2.78551932740331	AGGRAVATING	NEUTRAL	-14.3168833317641	4.27933563790474e-13
CLA4_donor_1	PSY3_recipient_1	MMS	BLMC	-8.48865379117083	0.544308105686868	AGGRAVATING	NEUTRAL	-9.0329618968577	7.50937220726009e-06
CLA4_donor_1	PSY3_recipient_2	MMS	BLMC	-11.2964262688952	1.06281979519633	AGGRAVATING	NEUTRAL	-12.3592460640915	4.92602856483742e-10
CLA4_donor_1	RAD51_recipient_1	MMS	BLMC	-7.73116644141536	-0.544081525780853	AGGRAVATING	NEUTRAL	-7.18708491563451	0.000506415508595962
CLA4_donor_1	RAD54_recipient_1	MMS	BLMC	-6.40383895505863	-0.22846178534167	AGGRAVATING	NEUTRAL	-6.17537716971696	0.00340241826624128
CLA4_donor_1	RAD54_recipient_2	MMS	BLMC	-10.1744808472624	-0.326731420530261	AGGRAVATING	NEUTRAL	-9.84774942673212	9.11584577881083e-07
CLA4_donor_1	RAD55_recipient_1	MMS	BLMC	-10.0340416296007	2.77038602588559	AGGRAVATING	NEUTRAL	-12.8044276554863	1.10141202247143e-10
CLA4_donor_1	CSM2_recipient_1	MMS	BLMC	-15.8726239600159	0.488760015449071	AGGRAVATING	NEUTRAL	-16.3613839754649	8.3010378401758e-17
CLA4_donor_1	RAD57_recipient_1	MMS	BLMC	-13.9885150299502	1.20980245048815	AGGRAVATING	NEUTRAL	-15.1983174804384	1.14826118419636e-14
CLA4_donor_1	RAD59_recipient_1	MMS	BLMC	-17.4201519022785	-0.638838566709194	AGGRAVATING	NEUTRAL	-16.7813133355693	1.2451903450933e-17
CLA4_donor_1	RTT101_recipient_2	MMS	BLMC	-7.78190957048296	-1.30928926809896	AGGRAVATING	NEUTRAL	-6.47262030238401	0.00200999130122124
CLA4_donor_1	RTT107_recipient_1	MMS	BLMC	-9.44538698053031	2.59209362848526	AGGRAVATING	NEUTRAL	-12.0374806090156	1.33999366084588e-09
CLA4_donor_1	SGS1_recipient_1	MMS	BLMC	-13.3229488889301	-2.31485764085855	AGGRAVATING	NEUTRAL	-11.0080912480715	3.40218665781918e-08
CLA4_donor_1	SHU1_recipient_1	MMS	BLMC	-13.7705506580695	0.449851277535615	AGGRAVATING	NEUTRAL	-14.2204019356051	6.1790192901068e-13
CLA4_donor_1	CSM2_recipient_2	MMS	BLMC	-17.8298141022262	1.58437752924893	AGGRAVATING	NEUTRAL	-19.4141916314751	6.08108519232522e-23
CLA4_donor_1	SHU1_recipient_2	MMS	BLMC	-13.1534652367626	0.700700878716206	AGGRAVATING	NEUTRAL	-13.8541661154788	2.6060836727917e-12
CLA4_donor_1	SHU2_recipient_1	MMS	BLMC	-15.2753507324918	0.365731800480187	AGGRAVATING	NEUTRAL	-15.641082532972	1.70172548191719e-15
CLA4_donor_1	SHU2_recipient_2	MMS	BLMC	-15.5400591271263	-1.92832251928083	AGGRAVATING	NEUTRAL	-13.6117366078455	5.90257206011062e-12
RAD54_donor_2	MMS1_recipient_1	MMS	BLMC	-4.16631101569226	1.54646040499655	AGGRAVATING	NEUTRAL	-5.7127714206888	0.00735378991334218
RAD54_donor_2	MMS4_recipient_1	MMS	BLMC	4.88950039994078	-2.40511358779714	ALLEVIATING	NEUTRAL	7.29461398773792	0.00047946337831685
RAD54_donor_2	CLA4_recipient_1	MMS	BLMC	-5.41328075635148	1.438717061345	AGGRAVATING	NEUTRAL	-6.85199781769648	0.00097604359090657
RAD54_donor_2	RAD18_recipient_1	MMS	BLMC	6.53779748604394	2.25208848555669	ALLEVIATING	NEUTRAL	4.28570900048725	0.0472721656240901
RAD54_donor_2	RAD18_recipient_2	MMS	BLMC	10.442167415546	-2.11278642550591	ALLEVIATING	NEUTRAL	12.5549538410519	4.33790172999452e-10
RAD54_donor_2	RAD51_recipient_1	MMS	BLMC	6.58051893183277	-7.47692599186366	ALLEVIATING	AGGRAVATING	14.0574449236964	1.99222893285285e-12
RAD54_donor_2	RAD55_recipient_1	MMS	BLMC	6.71990915170105	-1.12509473367149	ALLEVIATING	NEUTRAL	7.84500388537254	0.000164874928189565
RAD54_donor_2	RAD59_recipient_1	MMS	BLMC	5.24859500641828	0.986409945681915	ALLEVIATING	NEUTRAL	4.26218506073637	0.048646621916365
RAD54_donor_2	RAD5_recipient_1	MMS	BLMC	6.68524303212783	-5.21798052686525	ALLEVIATING	NEUTRAL	11.9032235589931	3.68709425227284e-09
RAD54_donor_2	RAD5_recipient_2	MMS	BLMC	10.9395701722224	-0.208791941683434	ALLEVIATING	NEUTRAL	11.1483621139058	3.82338143741765e-08
RAD54_donor_2	SGS1_recipient_1	MMS	BLMC	6.58641095648478	-2.07522916643461	ALLEVIATING	NEUTRAL	8.6616401229194	2.8100753627619e-05
RAD54_donor_2	SHU1_recipient_1	MMS	BLMC	4.1556041775421	-3.3441561677084	ALLEVIATING	NEUTRAL	7.4997603452505	0.000322629074983173
RAD54_donor_2	SHU2_recipient_1	MMS	BLMC	4.45190293752516	-0.179329356775721	ALLEVIATING	NEUTRAL	4.63123229430088	0.0307895833042758
RAD54_donor_2	SLX4_recipient_1	MMS	BLMC	-15.0198057538236	2.98706458285097	AGGRAVATING	NEUTRAL	-18.0068703366746	5.43529125451584e-20
RAD54_donor_2	CSM3_recipient_2	MMS	BLMC	3.09404129598802	-6.46235226505438	NEUTRAL	AGGRAVATING	9.55639356104239	3.32806772158677e-06
RAD55_donor_1	MAG1_recipient_1	MMS	BLMC	-4.47632418877356	0.849288412977995	AGGRAVATING	NEUTRAL	-5.32561260175156	0.0139432992455094
RAD55_donor_1	MMS4_recipient_1	MMS	BLMC	7.70582765679613	1.55095447904374	ALLEVIATING	NEUTRAL	6.15487317775239	0.00341916967830966
RAD55_donor_1	CLA4_recipient_1	MMS	BLMC	-14.5364507059707	1.2017300524243	AGGRAVATING	NEUTRAL	-15.738180758395	1.13579257473378e-15
RAD55_donor_1	RAD18_recipient_2	MMS	BLMC	9.86478266393939	-0.0975676685939628	ALLEVIATING	NEUTRAL	9.96235033253335	1.12853252473986e-06
RAD55_donor_1	RAD51_recipient_1	MMS	BLMC	10.4744235429821	-0.861418291443038	ALLEVIATING	NEUTRAL	11.3358418344251	2.15517776115173e-08
RAD55_donor_1	RAD52_recipient_1	MMS	BLMC	2.45113386228728	-6.77216093588675	NEUTRAL	AGGRAVATING	9.22329479817403	7.70518815257257e-06
RAD55_donor_1	RAD54_recipient_1	MMS	BLMC	3.04434512545479	-7.06984746409228	NEUTRAL	AGGRAVATING	10.1141925895471	7.6804758227187e-07
RAD55_donor_1	RAD54_recipient_2	MMS	BLMC	8.33990861968074	-2.77864779489671	ALLEVIATING	NEUTRAL	11.1185564145774	4.15336738354354e-08
RAD55_donor_1	RAD57_recipient_1	MMS	BLMC	7.35480027790844	0.618012867764868	ALLEVIATING	NEUTRAL	6.73678741014357	0.00126801219343785
RAD55_donor_1	RAD59_recipient_1	MMS	BLMC	5.17698957879014	-1.97526155152573	ALLEVIATING	NEUTRAL	7.15225113031587	0.000610239532679893
RAD55_donor_1	RAD5_recipient_1	MMS	BLMC	7.51277098607564	0.84376627463677	ALLEVIATING	NEUTRAL	6.66900471143887	0.00142259803366846
RAD55_donor_1	RAD5_recipient_2	MMS	BLMC	6.93667781226108	-7.79518125039652	ALLEVIATING	AGGRAVATING	14.7318590626576	1.49388300179634e-13
RAD55_donor_1	RTT101_recipient_2	MMS	BLMC	3.97464342120339	-2.97453994305406	ALLEVIATING	NEUTRAL	6.94918336425745	0.000877080098954104
RAD55_donor_1	SGS1_recipient_1	MMS	BLMC	8.09610250145252	-0.941688549539559	ALLEVIATING	NEUTRAL	9.03779105099208	1.19890479831475e-05
RAD55_donor_1	SHU1_recipient_1	MMS	BLMC	4.56847129881483	-2.41971476376598	ALLEVIATING	NEUTRAL	6.98818606258081	0.000822129029734901
RAD55_donor_1	SLX4_recipient_1	MMS	BLMC	-20.9387164506462	0.65057461357881	AGGRAVATING	NEUTRAL	-21.589291064225	8.6526422626229e-28
RAD55_donor_1	SRS2_recipient_1	MMS	BLMC	5.9294016137782	-1.12075704726556	ALLEVIATING	NEUTRAL	7.05015866104377	0.000734984114837825
RAD55_donor_1	SRS2_recipient_2	MMS	BLMC	7.8355724802605	-0.723973185016281	ALLEVIATING	NEUTRAL	8.55954566527678	3.51194434091549e-05
RAD55_donor_2	MMS4_recipient_1	MMS	BLMC	7.33710127266639	1.51807509989992	ALLEVIATING	NEUTRAL	5.81902617276647	0.00587716210187357
RAD55_donor_2	CLA4_recipient_1	MMS	BLMC	-10.0345630722907	0.912775606597648	AGGRAVATING	NEUTRAL	-10.9473386788884	4.07305958683349e-08
RAD55_donor_2	RAD18_recipient_1	MMS	BLMC	-2.01884230235247	-6.78813099826947	NEUTRAL	AGGRAVATING	4.769288695917	0.0259261810941188
RAD55_donor_2	RAD18_recipient_2	MMS	BLMC	4.31925949759182	-2.60265731764573	ALLEVIATING	NEUTRAL	6.92191681523756	0.00091799058523989
RAD55_donor_2	RAD51_recipient_1	MMS	BLMC	9.83668007313398	-0.301722559757806	ALLEVIATING	NEUTRAL	10.1384026328918	7.30856941079149e-07
RAD55_donor_2	RAD54_recipient_1	MMS	BLMC	4.12802157241391	-4.86823372842015	ALLEVIATING	NEUTRAL	8.99625530083406	1.3235830115542e-05
RAD55_donor_2	RAD54_recipient_2	MMS	BLMC	8.69231697582967	1.45786308015733	ALLEVIATING	NEUTRAL	7.23445389567234	0.000527256626968519
RAD55_donor_2	RAD59_recipient_1	MMS	BLMC	4.8046153393187	-0.0524653360291897	ALLEVIATING	NEUTRAL	4.85708067534789	0.0232894010721538
RAD55_donor_2	RAD5_recipient_1	MMS	BLMC	5.59823130949957	-0.716225664321695	ALLEVIATING	NEUTRAL	6.31445697382127	0.00262309797851444
RAD55_donor_2	RAD5_recipient_2	MMS	BLMC	4.12524442738942	-12.522417647494	ALLEVIATING	AGGRAVATING	16.6476620748834	3.96060072877224e-17
RAD55_donor_2	RTT101_recipient_1	MMS	BLMC	0.837572344931845	-7.77672517145931	NEUTRAL	AGGRAVATING	8.61429751639116	3.1364950491254e-05
RAD55_donor_2	SGS1_recipient_1	MMS	BLMC	8.89295089448281	-0.0642730430807863	ALLEVIATING	NEUTRAL	8.9572239375636	1.43969650984981e-05
RAD55_donor_2	SLX4_recipient_1	MMS	BLMC	-17.3355210330168	-1.38355557411653	AGGRAVATING	NEUTRAL	-15.9519654589003	4.60644453693676e-16
RAD55_donor_2	SRS2_recipient_2	MMS	BLMC	4.53532235396927	-0.114524899387154	ALLEVIATING	NEUTRAL	4.64984725335643	0.0301648048021472
RAD59_donor_1	CLA4_recipient_1	MMS	BLMC	-11.4905603431216	0.552559452871452	AGGRAVATING	NEUTRAL	-12.0431197959931	1.33350103477477e-09
RAD59_donor_1	RAD54_recipient_1	MMS	BLMC	5.33167106748424	-1.86009952127946	ALLEVIATING	NEUTRAL	7.19177058876371	0.000570675436425643
RAD59_donor_1	RAD55_recipient_1	MMS	BLMC	5.25596762289549	-2.01737686253452	ALLEVIATING	NEUTRAL	7.27334448543001	0.000493509704048608
RAD59_donor_1	RAD5_recipient_2	MMS	BLMC	1.82130766286904	-7.13051618333925	NEUTRAL	AGGRAVATING	8.95182384620828	1.44816562978186e-05
RAD59_donor_1	RTT101_recipient_1	MMS	BLMC	-0.233599687841837	-6.12639447214926	NEUTRAL	AGGRAVATING	5.89279478430742	0.00524862984676116
RAD59_donor_1	SLX4_recipient_1	MMS	BLMC	-18.1752053127138	-1.08966071548246	AGGRAVATING	NEUTRAL	-17.0855445972314	3.26498788623003e-18
RAD59_donor_2	CLA4_recipient_1	MMS	BLMC	-16.586271304604	-0.0840786955617136	AGGRAVATING	NEUTRAL	-16.5021926090423	4.46726724954723e-17
RAD59_donor_2	RAD18_recipient_2	MMS	BLMC	5.28005213491081	-1.28882270198035	ALLEVIATING	NEUTRAL	6.56887483689116	0.00169760579233636
RAD59_donor_2	RAD51_recipient_1	MMS	BLMC	6.02892762552994	0.438531573273919	ALLEVIATING	NEUTRAL	5.59039605225602	0.00832601838171033
RAD59_donor_2	RAD52_recipient_1	MMS	BLMC	4.5848417389161	-0.372465158269224	ALLEVIATING	NEUTRAL	4.95730689718532	0.0204333388556715
RAD59_donor_2	RAD55_recipient_1	MMS	BLMC	4.67270244433613	-2.17675988839078	ALLEVIATING	NEUTRAL	6.8494623327269	0.00103722186760621
RAD59_donor_2	SLX4_recipient_1	MMS	BLMC	-26.1999910446935	-0.198693807822663	AGGRAVATING	NEUTRAL	-26.0012972368709	2.79041587991886e-40
RAD59_donor_2	SRS2_recipient_1	MMS	BLMC	6.47747446670991	-0.844332942096284	ALLEVIATING	NEUTRAL	7.32180740880619	0.000455023463317736
RAD59_donor_2	SRS2_recipient_2	MMS	BLMC	6.41741885114744	0.0748938205059337	ALLEVIATING	NEUTRAL	6.3425250306415	0.00253186696465754
RAD61_donor_1	RTT107_recipient_1	MMS	BLMC	-7.77997539091873	2.20666639481089	AGGRAVATING	NEUTRAL	-9.98664178572962	6.23772107250349e-07
