Barcode_i	Barcode_j	Condition1	Condition2	Z_Condition1	Z_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaZ_FDR
SGS1_donor_1	SHU1_recipient_1	4NQO	CMPT	7.23645878375385	1.23591181142198	ALLEVIATING	NEUTRAL	6.00054697233187	0.0421693061219044
SGS1_donor_1	CSM2_recipient_2	4NQO	CMPT	4.79300179137091	-7.49205487340578	ALLEVIATING	AGGRAVATING	12.2850566647767	4.48910810655251e-07
SGS1_donor_1	SHU1_recipient_2	4NQO	CMPT	4.80334195662108	-3.03814053032708	ALLEVIATING	NEUTRAL	7.84148248694816	0.00348860953501589
SGS1_donor_1	SHU2_recipient_2	4NQO	CMPT	4.38489381292519	-2.81052544658344	ALLEVIATING	NEUTRAL	7.19541925950863	0.00869520123705731
SGS1_donor_1	SLX4_recipient_1	4NQO	CMPT	-10.3457331586078	-1.16387290211144	AGGRAVATING	NEUTRAL	-9.18186025649637	0.00022516301349965
SGS1_donor_2	MUS81_recipient_1	4NQO	CMPT	-8.51592149627215	0.866736206870631	AGGRAVATING	NEUTRAL	-9.38265770314279	0.000158368313284255
SGS1_donor_2	CLA4_recipient_1	4NQO	CMPT	-0.497411904694947	6.5559396838439	NEUTRAL	ALLEVIATING	-7.05335158853885	0.00609022360187927
SGS1_donor_2	PSY3_recipient_2	4NQO	CMPT	6.50601288874382	-0.648237391772761	ALLEVIATING	NEUTRAL	7.15425028051658	0.0089496641797489
SGS1_donor_2	CSM2_recipient_1	4NQO	CMPT	5.27958843748782	-3.21271178357274	ALLEVIATING	NEUTRAL	8.49230022106057	0.00138535875890108
SGS1_donor_2	RAD5_recipient_1	4NQO	CMPT	12.5130073633793	3.13415818694213	ALLEVIATING	NEUTRAL	9.37884917643713	0.000316707003165535
SGS1_donor_2	RTT107_recipient_1	4NQO	CMPT	-15.5016523634944	4.21895893587093	AGGRAVATING	NEUTRAL	-19.7206112993653	5.83328991771571e-17
SGS1_donor_2	CSM2_recipient_2	4NQO	CMPT	5.57707254824407	-2.46309502215954	ALLEVIATING	NEUTRAL	8.04016757040361	0.00263024024149232
SGS1_donor_2	SHU2_recipient_2	4NQO	CMPT	5.21570575210742	-3.12860765183263	ALLEVIATING	NEUTRAL	8.34431340394005	0.00172353810939556
SHU1_donor_1	RAD18_recipient_2	4NQO	CMPT	-6.95749649211752	2.26402689387375	AGGRAVATING	NEUTRAL	-9.22152338599127	0.000210163317808159
SHU1_donor_1	RAD55_recipient_1	4NQO	CMPT	-8.22793660939295	2.31350272905514	AGGRAVATING	NEUTRAL	-10.5414393384481	1.54212555146916e-05
SHU1_donor_1	RAD5_recipient_1	4NQO	CMPT	-8.43606965525353	-0.153576846753988	AGGRAVATING	NEUTRAL	-8.28249280849954	0.00098417600535297
SHU1_donor_1	RAD5_recipient_2	4NQO	CMPT	-13.1467907835237	0.0401773151652803	AGGRAVATING	NEUTRAL	-13.186968098689	2.94095903626672e-08
SHU1_donor_1	SGS1_recipient_1	4NQO	CMPT	3.85878964617695	-8.59987138015225	ALLEVIATING	AGGRAVATING	12.4586610263292	3.21456964910868e-07
SHU1_donor_1	SLX4_recipient_1	4NQO	CMPT	-6.72133690948608	3.49774666135923	AGGRAVATING	NEUTRAL	-10.2190835708453	3.04317464338016e-05
SLX4_donor_1	PSY3_recipient_1	4NQO	CMPT	-6.81664762613928	-1.30804812808139	AGGRAVATING	NEUTRAL	-5.50859949805789	0.0387506689754942
SLX4_donor_1	PSY3_recipient_2	4NQO	CMPT	-7.2968811981147	1.38692413462144	AGGRAVATING	NEUTRAL	-8.68380533273614	0.000509966666088006
SLX4_donor_1	SHU1_recipient_1	4NQO	CMPT	-8.04569173490111	-1.34966480379812	AGGRAVATING	NEUTRAL	-6.69602693110299	0.0100022059820466
SLX4_donor_1	SHU1_recipient_2	4NQO	CMPT	-7.68353613678959	-1.89030352118769	AGGRAVATING	NEUTRAL	-5.7932326156019	0.0287597905250655
SLX4_donor_1	SHU2_recipient_1	4NQO	CMPT	-10.6904732404523	-1.09762741426691	AGGRAVATING	NEUTRAL	-9.59284582618543	0.000106434783678563
SLX4_donor_1	SHU2_recipient_2	4NQO	CMPT	-8.76309103357771	-2.3714445841123	AGGRAVATING	NEUTRAL	-6.39164644946541	0.0144231476811677
SLX4_donor_1	CSM3_recipient_2	4NQO	CMPT	-4.85262932080647	3.51129003396829	AGGRAVATING	NEUTRAL	-8.36391935477475	0.000862868941313733
SRS2_donor_1	RAD18_recipient_2	4NQO	CMPT	13.6808082326652	1.78470379445225	ALLEVIATING	NEUTRAL	11.896104438213	1.17780432333949e-06
SRS2_donor_1	RAD5_recipient_2	4NQO	CMPT	10.6242504778536	-2.56525132571583	ALLEVIATING	NEUTRAL	13.1895018035694	5.34555218910313e-08
SRS2_donor_1	SHU2_recipient_1	4NQO	CMPT	5.41189720567207	-1.83664283381205	ALLEVIATING	NEUTRAL	7.24854003948412	0.00812266295093526
SRS2_donor_2	MUS81_recipient_1	4NQO	CMPT	-6.62881580289553	5.853398637475	AGGRAVATING	NEUTRAL	-12.4822144403705	1.67602255794112e-07
SRS2_donor_2	RAD18_recipient_1	4NQO	CMPT	12.8178803483703	3.67502467719259	ALLEVIATING	NEUTRAL	9.14285567117768	0.000474461922307323
SRS2_donor_2	RAD18_recipient_2	4NQO	CMPT	15.3276713150954	-0.736124760228994	ALLEVIATING	NEUTRAL	16.0637960753244	1.1386906959959e-11
SRS2_donor_2	RAD5_recipient_1	4NQO	CMPT	16.9100258652373	-11.2314878570385	ALLEVIATING	AGGRAVATING	28.1415137222759	1.72356319179324e-35
SRS2_donor_2	RAD5_recipient_2	4NQO	CMPT	15.4769175223707	5.91499348216836	ALLEVIATING	NEUTRAL	9.56192404020233	0.000235811633676853
SRS2_donor_2	RAD61_recipient_1	4NQO	CMPT	-3.77320774485211	3.86143185958742	AGGRAVATING	NEUTRAL	-7.63463960443952	0.00275013770519452
SRS2_donor_2	RTT101_recipient_2	4NQO	CMPT	-7.89695286678745	4.44847402570691	AGGRAVATING	NEUTRAL	-12.3454268924944	2.27137990933824e-07
SRS2_donor_2	RTT107_recipient_1	4NQO	CMPT	-9.71046913683639	3.97073406061313	AGGRAVATING	NEUTRAL	-13.6812031974495	7.92208805397201e-09
SRS2_donor_2	CSM2_recipient_2	4NQO	CMPT	5.18876415763575	-7.75228215727766	ALLEVIATING	AGGRAVATING	12.9410463149134	9.90766426577538e-08
SRS2_donor_2	CSM3_recipient_1	4NQO	CMPT	-9.12745127605476	1.39052993139571	AGGRAVATING	NEUTRAL	-10.5179812074505	1.60716295619784e-05
SRS2_donor_2	CSM3_recipient_2	4NQO	CMPT	-6.35968805590535	-0.139243041851085	AGGRAVATING	NEUTRAL	-6.22044501405426	0.0177039996434224
CSM2_donor_1	SLX4_recipient_1	4NQO	CMPT	-6.37577925050622	1.4678767180183	AGGRAVATING	NEUTRAL	-7.84365596852452	0.0020305504014102
CSM2_donor_1	CSM3_recipient_1	4NQO	CMPT	-6.20329778393553	2.18087094115551	AGGRAVATING	NEUTRAL	-8.38416872509104	0.000851413536025633
CSM3_donor_1	MUS81_recipient_1	4NQO	CMPT	-0.928071286185849	6.59225501381003	NEUTRAL	ALLEVIATING	-7.52032629999588	0.0032126322538754
CSM3_donor_1	CLA4_recipient_1	4NQO	CMPT	-14.7114015275461	3.58168543383864	AGGRAVATING	NEUTRAL	-18.2930869613847	7.6780098698025e-15
CSM3_donor_1	RAD18_recipient_1	4NQO	CMPT	5.85279828417511	-4.33292419945366	ALLEVIATING	NEUTRAL	10.1857224836288	6.32108403574442e-05
CSM3_donor_1	RAD51_recipient_1	4NQO	CMPT	-0.12690251486451	7.65309422712326	NEUTRAL	ALLEVIATING	-7.77999674198777	0.00221480994272016
CSM3_donor_1	RAD54_recipient_1	4NQO	CMPT	-0.326960399137405	8.95384095422019	NEUTRAL	ALLEVIATING	-9.28080135335759	0.000188608140280854
CSM3_donor_1	RAD54_recipient_2	4NQO	CMPT	-0.21925310608442	12.2103524174908	NEUTRAL	ALLEVIATING	-12.4296055235752	1.89813320903355e-07
CSM3_donor_1	RAD55_recipient_1	4NQO	CMPT	0.486860166195534	10.0675643937927	NEUTRAL	ALLEVIATING	-9.58070422759716	0.00010802008095929
CSM3_donor_1	RAD61_recipient_1	4NQO	CMPT	-13.9186657312712	5.00329690196844	AGGRAVATING	NEUTRAL	-18.9219626332396	8.13464162975446e-16
CSM3_donor_1	RTT101_recipient_1	4NQO	CMPT	-7.28925215221596	6.96461238065011	AGGRAVATING	ALLEVIATING	-14.2538645328661	1.68705559742695e-09
CSM3_donor_1	RTT101_recipient_2	4NQO	CMPT	-7.62652329346239	6.14661611955898	AGGRAVATING	NEUTRAL	-13.7731394130214	6.30306601118811e-09
CSM3_donor_1	SRS2_recipient_1	4NQO	CMPT	-11.9665554931308	1.38901676879342	AGGRAVATING	NEUTRAL	-13.3555722619242	1.86633795046436e-08
CSM3_donor_1	SRS2_recipient_2	4NQO	CMPT	-13.1484821338321	4.12241779178485	AGGRAVATING	NEUTRAL	-17.270899925617	1.71876942313353e-13
CSM3_donor_2	MMS1_recipient_1	4NQO	CMPT	1.37816517545103	8.52817449189329	NEUTRAL	ALLEVIATING	-7.15000931644226	0.00543116429026553
CSM3_donor_2	MUS81_recipient_1	4NQO	CMPT	-0.766598582985306	6.7171136054113	NEUTRAL	ALLEVIATING	-7.4837121883966	0.00338905311139709
CSM3_donor_2	CLA4_recipient_1	4NQO	CMPT	-12.3778651657127	2.82146916419383	AGGRAVATING	NEUTRAL	-15.1993343299065	9.66018835451127e-11
CSM3_donor_2	RAD51_recipient_1	4NQO	CMPT	-0.341241366102982	8.03367738841326	NEUTRAL	ALLEVIATING	-8.37491875451624	0.000852397471095413
CSM3_donor_2	RAD52_recipient_1	4NQO	CMPT	1.66456327377495	8.41773143726481	NEUTRAL	ALLEVIATING	-6.75316816348985	0.00929189777724533
CSM3_donor_2	RAD54_recipient_1	4NQO	CMPT	-0.696171257998043	8.40577645045102	NEUTRAL	ALLEVIATING	-9.10194770844907	0.000251584554431426
CSM3_donor_2	RAD55_recipient_1	4NQO	CMPT	1.292982932465	7.90747872905762	NEUTRAL	ALLEVIATING	-6.61449579659262	0.0110299912976794
CSM3_donor_2	RAD61_recipient_1	4NQO	CMPT	-12.5534535748688	5.26160102484436	AGGRAVATING	NEUTRAL	-17.8150545997132	3.20789909641621e-14
CSM3_donor_2	RTT101_recipient_1	4NQO	CMPT	-7.73130301071776	5.95854113497199	AGGRAVATING	NEUTRAL	-13.6898441456897	7.87039480366014e-09
CSM3_donor_2	RTT101_recipient_2	4NQO	CMPT	-8.38862627218618	6.20699355281782	AGGRAVATING	NEUTRAL	-14.595619825004	6.24643880712206e-10
CSM3_donor_2	SRS2_recipient_1	4NQO	CMPT	-11.3750939364328	5.41764541663594	AGGRAVATING	NEUTRAL	-16.7927393530687	7.17095993661683e-13
CSM3_donor_2	SRS2_recipient_2	4NQO	CMPT	-12.7412944925521	4.81296560477329	AGGRAVATING	NEUTRAL	-17.5542600973253	6.7339722045426e-14
MAG1_donor_1	SGS1_recipient_1	4NQO	CSPL	-2.29946777938742	-8.17420047467448	NEUTRAL	AGGRAVATING	5.87473269528706	0.000196751034825251
MAG1_donor_1	SRS2_recipient_1	4NQO	CSPL	-1.95980333038838	-5.3417576223397	NEUTRAL	AGGRAVATING	3.38195429195132	0.0439887797405966
MAG1_donor_2	RAD18_recipient_2	4NQO	CSPL	-8.77166772383616	-4.5733956925114	AGGRAVATING	NEUTRAL	-4.19827203132476	0.0155977071073569
MAG1_donor_2	RAD55_recipient_1	4NQO	CSPL	-8.87224771251877	6.76947641182162	AGGRAVATING	ALLEVIATING	-15.6417241243404	1.00367452328284e-26
MAG1_donor_2	RAD61_recipient_1	4NQO	CSPL	-2.16201076284863	-6.31941423640799	NEUTRAL	AGGRAVATING	4.15740347355936	0.0113046708333288
MMS1_donor_1	CLA4_recipient_1	4NQO	CSPL	-8.38617264139534	-0.530054613192052	AGGRAVATING	NEUTRAL	-7.85611802820329	2.9815708245225e-07
MMS1_donor_1	RAD51_recipient_1	4NQO	CSPL	0.624029796773241	-4.75961465483928	NEUTRAL	AGGRAVATING	5.38364445161252	0.000743161849717902
MMS1_donor_1	RAD5_recipient_1	4NQO	CSPL	1.06158847671342	-9.98893905905004	NEUTRAL	AGGRAVATING	11.0505275357635	8.43433717139353e-14
MMS1_donor_1	RAD5_recipient_2	4NQO	CSPL	4.8227165250996	-15.0805083896949	ALLEVIATING	AGGRAVATING	19.9032249147945	1.83596202617627e-43
MMS1_donor_1	RTT107_recipient_1	4NQO	CSPL	-2.13429558604469	-8.14221659129704	NEUTRAL	AGGRAVATING	6.00792100525235	0.000135282345761285
MMS1_donor_1	SGS1_recipient_1	4NQO	CSPL	0.167622923254195	-7.99533711861335	NEUTRAL	AGGRAVATING	8.16296004186754	7.8689371486678e-08
MMS1_donor_1	SRS2_recipient_1	4NQO	CSPL	0.577244570178555	5.55494725919658	NEUTRAL	ALLEVIATING	-4.97770268901802	0.00255510501107255
MMS1_donor_1	SRS2_recipient_2	4NQO	CSPL	-1.96107222922073	-6.28404026251716	NEUTRAL	AGGRAVATING	4.32296803329643	0.00807065679516274
MMS1_donor_1	CSM3_recipient_1	4NQO	CSPL	-0.44407726001527	-4.99276710448309	NEUTRAL	AGGRAVATING	4.54868984446782	0.00498346478605401
MMS1_donor_2	MPH1_recipient_1	4NQO	CSPL	-2.60040465136484	7.08097324805364	NEUTRAL	ALLEVIATING	-9.68137789941848	9.50753900212433e-11
MMS1_donor_2	CLA4_recipient_1	4NQO	CSPL	-10.9617162426556	0.0420861806264437	AGGRAVATING	NEUTRAL	-11.003802423282	1.20351725188155e-13
MMS1_donor_2	RAD18_recipient_1	4NQO	CSPL	6.95414725472087	-1.02052197069671	ALLEVIATING	NEUTRAL	7.97466922541758	1.69528283875434e-07
MMS1_donor_2	RAD57_recipient_1	4NQO	CSPL	-8.9857710878707	1.73463958158164	AGGRAVATING	NEUTRAL	-10.7204106694523	5.61135219958312e-13
MMS1_donor_2	RAD5_recipient_1	4NQO	CSPL	1.22299681957814	-10.2972992845722	NEUTRAL	AGGRAVATING	11.5202961041503	6.40870229757311e-15
MMS1_donor_2	RAD5_recipient_2	4NQO	CSPL	3.62547265863422	-14.7199384772148	NEUTRAL	AGGRAVATING	18.345411135849	4.58665545549728e-37
MMS1_donor_2	RAD61_recipient_1	4NQO	CSPL	-9.34073110139526	1.67748207509769	AGGRAVATING	NEUTRAL	-11.018213176493	1.15233281002593e-13
MMS1_donor_2	RTT101_recipient_1	4NQO	CSPL	7.75605187707821	-0.816978689301373	ALLEVIATING	NEUTRAL	8.57303056637958	1.44512834848415e-08
MMS1_donor_2	RTT101_recipient_2	4NQO	CSPL	0.822892599519074	-4.74042212476671	NEUTRAL	AGGRAVATING	5.56331472428578	0.000470748828010025
MMS1_donor_2	SGS1_recipient_1	4NQO	CSPL	1.48286032755628	-6.0913758105915	NEUTRAL	AGGRAVATING	7.57423613814778	7.55036465323022e-07
MMS1_donor_2	CSM3_recipient_2	4NQO	CSPL	-2.34046030204969	-5.69837428478827	NEUTRAL	AGGRAVATING	3.35791398273858	0.0456639750881696
MMS4_donor_1	RAD18_recipient_1	4NQO	CSPL	0.63135825993658	-4.90255701382416	NEUTRAL	AGGRAVATING	5.53391527376074	0.000503432931989412
MMS4_donor_1	RAD18_recipient_2	4NQO	CSPL	0.398763178838248	-8.91471687347157	NEUTRAL	AGGRAVATING	9.31348005230982	5.31326751857096e-10
MMS4_donor_1	RAD54_recipient_2	4NQO	CSPL	4.7025936692729	1.31920239990643	ALLEVIATING	NEUTRAL	3.38339126936647	0.044265515683995
MMS4_donor_1	RAD5_recipient_1	4NQO	CSPL	4.07154673504899	-5.93493325095398	ALLEVIATING	AGGRAVATING	10.006479986003	2.02766358065795e-11
MMS4_donor_1	RAD5_recipient_2	4NQO	CSPL	5.46521699215152	-3.84946951690884	ALLEVIATING	NEUTRAL	9.31468650906036	5.40273753751573e-10
MMS4_donor_1	RTT101_recipient_2	4NQO	CSPL	-0.138575083091781	-5.69662445559944	NEUTRAL	AGGRAVATING	5.55804937250766	0.000473445437965181
MMS4_donor_1	SRS2_recipient_1	4NQO	CSPL	0.759347890997106	-6.98285713425984	NEUTRAL	AGGRAVATING	7.74220502525695	4.00324977752118e-07
MMS4_donor_2	MUS81_recipient_1	4NQO	CSPL	-1.05814258589314	-8.66248877033795	NEUTRAL	AGGRAVATING	7.60434618444481	6.81587753615282e-07
MMS4_donor_2	RAD18_recipient_1	4NQO	CSPL	5.02889646586495	-12.5436326345744	ALLEVIATING	AGGRAVATING	17.5725291004393	4.51129393859984e-34
MMS4_donor_2	RAD18_recipient_2	4NQO	CSPL	5.66794731761552	-18.361356685307	ALLEVIATING	AGGRAVATING	24.0293040029226	6.00190101942188e-63
MMS4_donor_2	RAD5_recipient_1	4NQO	CSPL	5.2377063507705	-1.69054530341467	ALLEVIATING	NEUTRAL	6.92825165418517	7.44401189678683e-06
MMS4_donor_2	RAD5_recipient_2	4NQO	CSPL	7.98722211427751	-7.40707731142539	ALLEVIATING	AGGRAVATING	15.3942994257029	2.73145667892408e-26
MMS4_donor_2	SRS2_recipient_1	4NQO	CSPL	-0.277027396017523	-6.7267921713646	NEUTRAL	AGGRAVATING	6.44976477534707	3.48924264157142e-05
MMS4_donor_2	SRS2_recipient_2	4NQO	CSPL	0.122817994854595	-6.72429362122481	NEUTRAL	AGGRAVATING	6.84711161607941	9.69745779186871e-06
MPH1_donor_1	CSM2_recipient_1	4NQO	CSPL	0.199036587428799	-5.72006985366086	NEUTRAL	AGGRAVATING	5.91910644108966	0.000173174557991831
MPH1_donor_1	SHU2_recipient_1	4NQO	CSPL	-0.104642720102616	-9.03620163133785	NEUTRAL	AGGRAVATING	8.93155891123524	2.9888625746386e-09
MPH1_donor_2	CSM2_recipient_1	4NQO	CSPL	-1.35049337874254	-6.28871396266756	NEUTRAL	AGGRAVATING	4.93822058392502	0.00216562736030255
MPH1_donor_2	SHU2_recipient_2	4NQO	CSPL	2.9566027222293	8.85150439093426	NEUTRAL	ALLEVIATING	-5.89490166870496	0.000237046915789366
MPH1_donor_2	SRS2_recipient_1	4NQO	CSPL	-5.89518095022653	-0.556529208990646	AGGRAVATING	NEUTRAL	-5.33865174123588	0.00106670013182979
MPH1_donor_2	SRS2_recipient_2	4NQO	CSPL	-7.24969548761006	-1.47502030361061	AGGRAVATING	NEUTRAL	-5.77467518399945	0.000325131300252844
MUS81_donor_1	MAG1_recipient_1	4NQO	CSPL	-2.46309248757778	-8.89726095805382	NEUTRAL	AGGRAVATING	6.43416847047604	3.63383575203292e-05
MUS81_donor_1	MMS4_recipient_1	4NQO	CSPL	-0.200242013927658	-6.37064493331294	NEUTRAL	AGGRAVATING	6.17040291938528	8.30695791542655e-05
MUS81_donor_1	RAD18_recipient_2	4NQO	CSPL	4.33358174276989	-0.444670876791884	ALLEVIATING	NEUTRAL	4.77825261956178	0.00305327089703592
MUS81_donor_1	RAD52_recipient_1	4NQO	CSPL	6.41147402506296	1.30270553497465	ALLEVIATING	NEUTRAL	5.1087684900883	0.00144628718297583
MUS81_donor_1	RAD55_recipient_1	4NQO	CSPL	4.01968043206709	-3.94230362200342	ALLEVIATING	NEUTRAL	7.96198405407051	1.75444032883071e-07
MUS81_donor_1	RAD5_recipient_2	4NQO	CSPL	5.65139895697803	-1.43553598295505	ALLEVIATING	NEUTRAL	7.08693493993309	4.34899733776192e-06
MUS81_donor_2	MMS4_recipient_1	4NQO	CSPL	-0.961748088619803	-6.59010980032543	NEUTRAL	AGGRAVATING	5.62836171170563	0.000395816706275576
MUS81_donor_2	RAD18_recipient_1	4NQO	CSPL	5.82191949659375	-2.08197618035109	ALLEVIATING	NEUTRAL	7.90389567694484	2.15035265081848e-07
MUS81_donor_2	RAD54_recipient_1	4NQO	CSPL	-2.03228168586455	-6.19326292684833	NEUTRAL	AGGRAVATING	4.16098124098378	0.0113474304612175
MUS81_donor_2	RAD55_recipient_1	4NQO	CSPL	3.05709079786238	-5.94326246428338	NEUTRAL	AGGRAVATING	9.00035326214576	2.27051108132058e-09
MUS81_donor_2	RAD5_recipient_2	4NQO	CSPL	7.15247548881354	1.21243996173248	ALLEVIATING	NEUTRAL	5.94003552708106	0.000163945816244835
MUS81_donor_2	RTT101_recipient_1	4NQO	CSPL	9.15569984217846	3.52536216765652	ALLEVIATING	NEUTRAL	5.63033767452194	0.000397501076498732
MUS81_donor_2	RTT101_recipient_2	4NQO	CSPL	4.98975960001695	0.420955864276311	ALLEVIATING	NEUTRAL	4.56880373574064	0.00487090514691386
MUS81_donor_2	RTT107_recipient_1	4NQO	CSPL	-1.84440149922339	-10.0590623610297	NEUTRAL	AGGRAVATING	8.21466086180627	6.44169644879311e-08
MUS81_donor_2	SHU1_recipient_1	4NQO	CSPL	-0.30705474985225	-15.8927346838816	NEUTRAL	AGGRAVATING	15.5856799340293	6.71427124537646e-27
MUS81_donor_2	SHU1_recipient_2	4NQO	CSPL	0.0784966995854087	-18.6594806430443	NEUTRAL	AGGRAVATING	18.7379773426297	1.46873135269453e-38
PSY3_donor_1	RAD18_recipient_2	4NQO	CSPL	-8.92408084620951	-3.31261958277945	AGGRAVATING	NEUTRAL	-5.61146126343006	0.000511981127442093
PSY3_donor_1	RAD52_recipient_1	4NQO	CSPL	-5.52332962861622	0.270279671259755	AGGRAVATING	NEUTRAL	-5.79360929987597	0.000311016965489582
PSY3_donor_1	RAD5_recipient_1	4NQO	CSPL	-7.47308936603016	-1.39526508224688	AGGRAVATING	NEUTRAL	-6.07782428378328	0.000136706422764112
PSY3_donor_1	RAD5_recipient_2	4NQO	CSPL	-11.2924744023287	3.03056063290599	AGGRAVATING	NEUTRAL	-14.3230350352347	1.45942522045231e-22
PSY3_donor_2	RAD18_recipient_1	4NQO	CSPL	-12.4470880435308	1.67447595683544	AGGRAVATING	NEUTRAL	-14.1215640003662	5.74340084201466e-22
PSY3_donor_2	RAD18_recipient_2	4NQO	CSPL	-16.0174721127257	2.04062054243247	AGGRAVATING	NEUTRAL	-18.0580926551582	7.59340748549805e-35
PSY3_donor_2	RAD52_recipient_1	4NQO	CSPL	-14.6998873612608	1.83727183642978	AGGRAVATING	NEUTRAL	-16.5371591976906	1.17443783075096e-29
PSY3_donor_2	RAD5_recipient_1	4NQO	CSPL	-15.3687947058446	1.41653295038536	AGGRAVATING	NEUTRAL	-16.78532765623	2.88518003417161e-30
PSY3_donor_2	RAD5_recipient_2	4NQO	CSPL	-15.5025213845794	1.20282842293441	AGGRAVATING	NEUTRAL	-16.7053498075138	3.7934210720997e-30
PSY3_donor_2	SLX4_recipient_1	4NQO	CSPL	-4.87305381658415	0.457148503177	AGGRAVATING	NEUTRAL	-5.33020231976115	0.00107943653494082
PSY3_donor_2	SRS2_recipient_1	4NQO	CSPL	4.97419590012808	1.35594120837845	ALLEVIATING	NEUTRAL	3.61825469174964	0.0303778491801829
RAD51_donor_1	MMS1_recipient_1	4NQO	CSPL	1.25494374301623	-6.30993400638126	NEUTRAL	AGGRAVATING	7.56487774939749	7.70883723375605e-07
RAD51_donor_1	RAD18_recipient_2	4NQO	CSPL	5.41191320480476	1.43234527052439	ALLEVIATING	NEUTRAL	3.97956793428037	0.0161917770453047
RAD51_donor_1	RAD55_recipient_1	4NQO	CSPL	9.83693716046318	4.99811844159057	ALLEVIATING	NEUTRAL	4.83881871887261	0.0027282809241346
RAD51_donor_1	RAD57_recipient_1	4NQO	CSPL	7.03552112728971	3.41818313144258	ALLEVIATING	NEUTRAL	3.61733799584712	0.0302840784256217
RAD51_donor_1	RAD5_recipient_1	4NQO	CSPL	3.81272768569888	-10.2276020744759	ALLEVIATING	AGGRAVATING	14.0403297601748	5.89496151083106e-22
RAD51_donor_1	RAD5_recipient_2	4NQO	CSPL	5.49999916186494	-16.5099661813009	ALLEVIATING	AGGRAVATING	22.0099653431658	6.25794881773892e-53
RAD51_donor_1	RTT107_recipient_1	4NQO	CSPL	1.23621123521193	-10.1145624007833	NEUTRAL	AGGRAVATING	11.3507736359952	1.61230741232438e-14
RAD51_donor_1	SHU1_recipient_1	4NQO	CSPL	4.01665031723809	0.403256648559853	ALLEVIATING	NEUTRAL	3.61339366867823	0.0303783675867615
RAD51_donor_1	SHU2_recipient_1	4NQO	CSPL	6.99783903212697	3.50147688920699	ALLEVIATING	NEUTRAL	3.49636214291999	0.0368133091848955
RAD51_donor_2	MMS1_recipient_1	4NQO	CSPL	2.71753984660889	-5.52430044665427	NEUTRAL	AGGRAVATING	8.24184029326316	5.84904028557413e-08
RAD51_donor_2	MPH1_recipient_1	4NQO	CSPL	2.12503657798283	-5.70573040033191	NEUTRAL	AGGRAVATING	7.83076697831474	2.84776059886355e-07
RAD51_donor_2	RAD18_recipient_2	4NQO	CSPL	3.93322155581383	0.106970559262602	ALLEVIATING	NEUTRAL	3.82625099655123	0.0219656263715315
RAD51_donor_2	RAD55_recipient_1	4NQO	CSPL	7.57432611326499	2.45888305706454	ALLEVIATING	NEUTRAL	5.11544305620045	0.00143199452869193
RAD51_donor_2	RAD5_recipient_1	4NQO	CSPL	7.82851497902718	-10.5215728569185	ALLEVIATING	AGGRAVATING	18.3500878359457	4.72961044535123e-37
RAD51_donor_2	RAD5_recipient_2	4NQO	CSPL	4.14599467398405	-16.7297032253384	ALLEVIATING	AGGRAVATING	20.8756978993224	9.058594980082e-48
RAD51_donor_2	RAD61_recipient_1	4NQO	CSPL	-0.778670019082068	-9.33393257593412	NEUTRAL	AGGRAVATING	8.55526255685206	1.53245783793865e-08
RAD51_donor_2	RTT101_recipient_1	4NQO	CSPL	4.97990682040276	1.41290904951829	ALLEVIATING	NEUTRAL	3.56699777088447	0.0325740396735586
RAD51_donor_2	RTT107_recipient_1	4NQO	CSPL	-2.96675955550594	-9.4888027086311	NEUTRAL	AGGRAVATING	6.52204315312516	2.83224912450339e-05
RAD54_donor_1	RAD18_recipient_1	4NQO	CSPL	7.83117004812312	0.646552452685296	ALLEVIATING	NEUTRAL	7.18461759543782	3.11494063869334e-06
RAD54_donor_1	RAD18_recipient_2	4NQO	CSPL	10.899098687643	3.98214515702555	ALLEVIATING	NEUTRAL	6.91695353061742	7.64801925657445e-06
RAD54_donor_1	RAD57_recipient_1	4NQO	CSPL	5.48777419828002	0.662787167347348	ALLEVIATING	NEUTRAL	4.82498703093267	0.00274471222552473
RAD54_donor_1	RAD5_recipient_1	4NQO	CSPL	7.07313092918063	-14.1746643107339	ALLEVIATING	AGGRAVATING	21.2477952399145	1.94250231775984e-49
RAD54_donor_1	RAD5_recipient_2	4NQO	CSPL	9.48392176029488	-22.1038364773124	ALLEVIATING	AGGRAVATING	31.5877582376072	2.16055168284473e-108
RAD54_donor_1	CSM3_recipient_1	4NQO	CSPL	4.14764883118695	-0.0118769307120343	ALLEVIATING	NEUTRAL	4.15952576189898	0.0113171834522456
RAD54_donor_1	CSM3_recipient_2	4NQO	CSPL	-4.88218087264645	1.98561904823356	AGGRAVATING	NEUTRAL	-6.86779992088001	1.07209413257619e-05
CLA4_donor_1	MMS1_recipient_1	4NQO	CSPL	-10.2774339943272	2.90460472596286	AGGRAVATING	NEUTRAL	-13.1820387202901	2.94477028646306e-19
CLA4_donor_1	RAD61_recipient_1	4NQO	CSPL	-12.6058228286264	-3.15016668122849	AGGRAVATING	NEUTRAL	-9.45565614739795	2.81314671385077e-10
CLA4_donor_1	RTT101_recipient_2	4NQO	CSPL	-9.56123882640435	-2.85807850761099	AGGRAVATING	NEUTRAL	-6.70316031879335	1.89283558364872e-05
